ID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	comparison	treshold	Average_normal	Average_obese	Average_overweight	Average_underweight	Median_normal	Median_obese	Median_overweight	Median_underweight
hsa-let-7a-2-3p	0.497020589929036	0.779315167197315	1.55271494115205	0.501904854872522	0.615734450083125	NA	underweight_vs_obese	NA	0.470116525888534	0.434153511722871	0.427848300204781	0.616988456585804	0	0	0	0
hsa-let-7a-3p	744.616107478718	1.35420214970088	0.913300563448839	1.48275628407268	NA	NA	underweight_vs_obese	NA	523.521205060021	104.878003265659	22.1166369077765	3938.60476759146	19.3880662680035	41.0888732616454	10.3071128073022	27.1526716714026
hsa-let-7a-5p	18.0290225363358	0.496085297809126	0.822141562621423	0.603406177674978	0.546238513549648	0.961814857589508	underweight_vs_obese	FALSE	20.1512584344751	13.974492085794	11.9035388355282	17.0945096777949	7.95770708300505	6.31107320594666	5.06444739368479	7.22920623593095
hsa-let-7b-3p	0.595186212325396	0.363034188190265	2.21183433715616	0.164132630591599	0.86962673463902	NA	underweight_vs_obese	NA	0.687728672497389	0.197216490348735	0.44989343493978	0.498845744800643	0	0	0	0
hsa-let-7b-5p	452.87662238772	1.00744051995292	0.993828207873335	1.01369684616691	NA	NA	underweight_vs_obese	NA	332.462193945574	55.4685507850747	13.8361239068175	2303.32695409455	15.2630020020927	14.3133391898561	8.54349928692107	18.9477273964172
hsa-let-7c-3p	5.513872214158	0.961740157625266	1.09718882667585	0.876549354352293	0.380731458026475	0.9561127581197	underweight_vs_obese	FALSE	5.38707444352166	3.95675271933573	4.4553704288041	7.41413252357523	0	0	1.02710961240068	0.124227710317512
hsa-let-7c-5p	33.422450114358	0.734722502446602	0.962399687020047	0.763427619892085	NA	NA	underweight_vs_obese	NA	23.9823709933618	8.59288245516773	3.28642935151123	161.788238312424	3.64947802752796	2.35828998763951	1.57735627252307	3.24917516704197
hsa-let-7d-3p	5.67075962758886	-0.031144997796901	0.939879420085359	-0.0331372271073585	0.973565156102218	0.999426344728992	underweight_vs_obese	FALSE	3.49186775039052	7.88438120836043	1.2412836398792	23.4182431331958	1.87514094646366	0.841961128815066	0.687140853820144	1.21765805088205
hsa-let-7d-5p	87.1835150789629	1.12137535360757	0.930639891041034	1.20495087778064	NA	NA	underweight_vs_obese	NA	55.0916112562074	19.5916053611763	4.40490046784888	483.081935085028	3.27842276087043	9.43315995055805	2.57051032747134	4.62666385282025
hsa-let-7e-3p	0.0766391660235092	0.799321523397005	5.15535699027533	0.155046784326436	0.876784434673503	NA	underweight_vs_obese	NA	0.0762113315256195	0	0.107661156197184	0.0458638053847978	0	0	0	0
hsa-let-7e-5p	7.99355322986316	1.8977123047627	0.992024793144431	1.91296862525734	0.0557520691385228	0.636608791299755	underweight_vs_obese	FALSE	5.91218210142212	1.33869354661316	1.6516215268939	34.0969063878573	2.42370466479807	0	1.10864752614439	2.98244263327788
hsa-let-7f-1-3p	0.112505834325334	1.13081818513911	5.84584097575639	0.193439778780982	0.846614564736514	NA	underweight_vs_obese	NA	0.072900692681484	0	0.152730273863525	0.302082673768687	0	0	0	0
hsa-let-7f-2-3p	0.555654626609749	-0.238342215039774	1.38769981621568	-0.171753438499216	0.863631372143139	NA	underweight_vs_obese	NA	0.440672329262251	0.51477247988636	0.42304372776999	1.16132358851274	0	0	0	0
hsa-let-7f-5p	2.123052321932	-0.659341251463459	1.01214135985864	-0.651431981354411	0.514767671480488	0.961814857589508	underweight_vs_obese	FALSE	1.95834338895949	1.5271592275567	2.74574312840779	1.94057628012211	0.908920273117935	2.10490282203767	1.00638729322663	0.642705867783612
hsa-let-7g-3p	2.97266507414527	-0.433832009626576	0.963628198899145	-0.450206843388548	0.652561302280715	0.969079832533465	underweight_vs_obese	FALSE	2.880756074206	3.87186378408561	3.88194928366724	1.36887047224016	0.377277105977878	0	0.343570426910072	0.349677195711012
hsa-let-7g-5p	510.55542609796	1.67417612681321	1.07195618993504	1.56179528840135	NA	NA	underweight_vs_obese	NA	354.479137166942	73.8567792331648	9.09896505738578	2715.48270552268	8.63282904416252	6.22558685782506	7.32862918312266	15.3237280301225
hsa-let-7i-3p	0.309837776297866	0.583877411709029	2.10087409239998	0.277921182340834	0.781072863067295	NA	underweight_vs_obese	NA	0.413333019343685	0.133453108574633	0.0522193980632147	0.176482851473438	0	0	0	0
hsa-let-7i-5p	565.954466856383	-1.6119174750735	1.01718969768289	-1.5846773504936	NA	NA	underweight_vs_obese	NA	422.58543096894	125.605470185449	10.9217723394913	2848.10935751732	9.36223102759285	13.8923586254486	5.83872596011897	9.52743308322373
hsa-miR-1-2-5p:Novel	10.1017815376616	-0.602921333627831	0.868439799587849	-0.694258063614738	0.487520385262252	0.961814857589508	underweight_vs_obese	FALSE	10.1163073067274	6.20908503408226	5.36438935810829	13.704504873257	3.80399894904697	7.47070422939007	4.3971775098736	2.30962250312228
hsa-miR-1-3p	1.82513954887326	-0.862976230509455	0.840892211915421	-1.02626260331717	0.304767819571699	0.939863486714232	underweight_vs_obese	FALSE	1.85233259215024	2.70899179364663	2.08320065738742	0.635035334146279	1.35200515223898	1.24511737156501	0.893726010650258	0
hsa-miR-1-5p	12.2112902395886	-0.340192491955045	0.771940266306072	-0.440697948797194	0.659431681762449	0.970069867326758	underweight_vs_obese	FALSE	12.4170067803936	12.3645348698977	6.52807090921991	11.3297674228286	6.51289660380276	11.6049354828866	4.10843844960273	7.51327248327969
