ID	Average__37	Average_37_53	Average__53	Median__37	Median_37_53	Median__53	log2FoldChange	pvalue	padj	comparison	treshold
hsa-miR-2392-5p:Novel	11.9722418880732	11.8727652656092	14.6026223020161	7.13956051604113	6.50920927406619	7.78426092615437	-0.0214224689134666	0.919041813184326	0.977129989452597	_53_vs__37	FALSE
hsa-miR-23a-3p	6.45417617324888	3.31342910460099	3.33797657569264	0.681941401475228	0.403857766913322	0.432901498438853	-0.232067354017964	0.518765589107493	0.80965937083203	_53_vs__37	FALSE
hsa-miR-23a-5p	1.97793034763892	1.88649885412217	1.41586999197654	1.07740616302443	0.70653888673251	0.908501020328187	-0.23734296234881	0.361589931742224	0.697235825121314	_53_vs__37	FALSE
hsa-miR-23b-3p	4.65777410210277	2.71194164378609	1.98835682961985	0.577997210962669	0.286749858319819	0.431341245761456	-0.438878072233372	0.19012316357705	0.538678177722213	_53_vs__37	FALSE
hsa-miR-23b-5p	1.65998949318306	0.874838013140077	1.38080987769573	0.422571415892102	0	0.701143089054995	0.384517558986927	0.169480156863069	0.517242276280718	_53_vs__37	FALSE
hsa-miR-23c	95.4089666510124	114.15744060352	99.2718998977129	34.4011041344248	26.3552413850479	22.475840327674	-0.233970150146153	0.502149182641564	0.795546522265065	_53_vs__37	FALSE
hsa-miR-23c-5p:Novel	11.320390422805	12.5880189800131	11.2328922311635	3.68259045449243	2.86682651353505	3.63803803147616	0.527276102167479	0.0887020393640094	0.382201693223783	_53_vs__37	FALSE
hsa-miR-24-1-5p	0.734525230372878	0.331093220097506	0.402047569035958	0	0	0	-0.212357800614832	0.676728326431371	NA	_53_vs__37	NA
hsa-miR-24-2-5p	3.63506802720529	2.69040371938234	2.64696021934198	1.29983971625556	0.987991313120847	1.40726404191249	-0.0182620252982825	0.947237262876242	0.986119928131407	_53_vs__37	FALSE
hsa-miR-24-3p	10.7079240024049	7.74188053937826	7.23360162007445	5.70884878228416	4.88334816881176	4.51043793172667	-0.226659836902173	0.224191246047479	0.57334512243076	_53_vs__37	FALSE
hsa-miR-2467-3p	2.5628017474412	1.78164705779668	1.75041415011014	1.1468382875005	0.879442696945472	0.736574656562096	-0.414295296710904	0.142231215520471	0.480379603428796	_53_vs__37	FALSE
hsa-miR-2467-5p	2.64191183239111	2.66290088594374	2.82970912926508	1.44894633416425	1.36746716758435	1.70196622253683	0.16033936535956	0.551267105191492	0.822520555929871	_53_vs__37	FALSE
hsa-miR-25-3p	44.9814200505605	29.9564319164628	10.677776994216	1.31655875119365	1.87855587600609	1.94192317966529	0.0821611381898234	0.796182845217633	0.941302066749299	_53_vs__37	FALSE
hsa-miR-25-5p	4.32554246089659	3.74750468662418	7.54917848024904	2.34826912614018	1.8624211585188	2.84858525519342	0.667137585431446	0.00404145503413933	0.0977128242902665	_53_vs__37	FALSE
hsa-miR-2681-3p	48.8777979290858	52.6420238434875	36.5703137296242	20.5485106110001	17.4151321213578	21.6761985938304	-0.52081104875707	0.0458632751532794	0.290137960699548	_53_vs__37	FALSE
hsa-miR-2681-5p	60.7957066116556	33.2903693419647	37.1389349072494	34.2770889264189	0.768093288015154	0.319165128756662	0.0266955002045998	0.913435323189827	0.976999174120523	_53_vs__37	FALSE
hsa-miR-2682-3p	1.47661449423291	0.873660659594174	0.888098847392813	0.898277655372254	0	0.410216025270351	-0.159812632879086	0.558641821009067	NA	_53_vs__37	NA
hsa-miR-2682-5p	6.52976487308569	4.9873178117531	3.66024652646771	2.23858166622026	1.94272618851484	2.09061020665525	-0.482229792917655	0.0637534523780153	0.321248997659786	_53_vs__37	FALSE
