ID	CMa001	CMa002	CMa003	CMa004	CMa005	CMa007	CMa009	CMa010	CMa010b	CMa011	Cii001	Cii002	Cii003	Cii004	Cii005	Cii006	Cii007	Cii008	Cii009	Cii010	Cii011	Cii012	Cii013	Cii014Zymo	Cii014	Cii015	Cii016	Cii017	Cii018	Cii019	Cii020	Cii021	Cii022	Cii023	Cii024	Cii025	Cii026	Cii027	Cii029	Cii030	Cii031	Cii032	Cii033	Cii034	Cii035
hsa-let-7a-1-3p:Novel	75	42	18	54	126	26	26	68	3	152	9	40	116	12	101	41	25	22	24	15	28	5	36	132	11	9	22	56	15	4	19	86	15	13	23	21	42	2	46	9	31	53	26	25	67
hsa-let-7a-1-5p:Novel	6	18	2	43	20	8	0	28	1	6	0	4	27	2	2	4	4	0	5	0	10	0	16	9	0	0	1	3	1	1	9	8	12	2	4	21	1	1	14	2	60	2	4	11	24
hsa-let-7a-2-3p:mirBase	4	1	0	5	27	2	4	42	3	22	1	1	0	0	4	2	6	8	0	0	0	0	0	2	0	1	0	0	2	1	2	7	3	1	3	1	1	1	18	2	1	3	4	0	3
hsa-let-7a-2-5p:Novel	9	8	7	15	142	6	6	121	12	107	8	16	5	56	64	73	10	34	3	5	10	4	12	216	22	8	2	21	9	4	123	49	5	8	45	6	8	3	37	17	30	5	26	10	7
hsa-let-7a-3-3p:Novel	9	42	5	16	62	12	6	209	10	305	5	26	30	16	48	16	3	132	32	3	12	0	11	18	4	3	22	30	16	4	9	27	1	13	28	6	12	1	22	10	22	67	12	5	8
hsa-let-7a-3-5p:Novel	1	0	1	1	0	0	0	1	0	3	0	0	2	2	1	1	1	0	0	0	0	0	1	0	0	0	0	0	1	1	1	9	0	0	1	0	1	0	0	1	0	2	1	1	0
hsa-let-7b-3p:mirBase	1	1	0	0	3	0	1	3	0	2	0	1	0	0	1	5	0	1	0	3	0	0	0	2	0	0	0	0	0	2	2	2	4	0	0	0	1	0	0	6	0	3	15	6	4
hsa-let-7b-5p:mirBase	18	65	17	34	62	15	11	22	2	8	19	48	59	11	61	12	7	8	34	12	15	9	31	28	6	4	7	65	21	3	22	23	6	24	35	12	41	3	19	21	38	101	15	3	29
hsa-let-7c-3p:mirBase	19	12	1	38	4	13	2	18	2	12	11	10	57	2	25	17	8	2	117	5	8	2	11	29	4	3	24	24	7	31	116	208	8	38	15	24	16	15	17	22	25	32	8	89	52
hsa-let-7c-5p:mirBase	6	19	2	4	28	5	4	14	4	29	4	24	21	7	12	8	0	18	14	2	3	2	5	26	7	3	6	3	0	8	5	25	1	5	14	5	6	0	17	4	9	10	8	10	39
hsa-let-7d-3p:mirBase	2	4	2	2	30	9	2	25	1	15	2	39	6	4	8	28	0	3	6	2	1	0	4	22	4	2	2	10	2	1	2	25	2	2	2	7	21	2	6	7	2	4	9	5	12
hsa-let-7d-5p:mirBase	6	22	7	5	92	8	9	31	2	31	5	22	22	2	53	13	2	15	13	1	9	1	14	61	5	5	15	35	5	7	9	53	4	3	19	6	8	0	22	13	9	27	14	10	34
hsa-let-7e-3p:mirBase	2	0	1	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	0	1	1	1	2	0	1	0	0	0	0	0	0	1	1
hsa-let-7e-5p:mirBase	1	6	4	5	31	1	6	11	0	20	7	3	4	12	24	5	7	6	7	1	1	3	4	9	1	0	3	5	2	1	10	11	5	1	30	3	2	1	61	8	6	56	2	2	6
hsa-let-7f-1-3p:mirBase	0	1	1	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	2	0	0	3	0	0	0	0	0	0
hsa-let-7f-1-5p:Novel	1	1	1	0	1	0	1	9	0	1	0	1	0	3	0	11	0	0	0	0	0	1	0	0	0	0	1	0	0	11	5	4	1	0	0	2	0	0	4	7	0	1	0	0	1
hsa-let-7f-2-3p:mirBase	1	1	0	0	11	0	0	26	0	13	0	0	1	1	1	3	0	3	0	0	0	0	1	1	0	0	1	1	0	0	1	5	3	0	1	2	0	0	5	0	0	0	1	1	1
hsa-let-7f-2-5p:Novel	6	6	0	5	13	0	9	32	0	22	0	3	1	1	3	6	0	8	0	0	1	2	3	1	0	0	3	4	0	3	1	9	5	0	4	4	1	0	8	0	1	2	5	10	4
hsa-let-7g-3p:mirBase	59	18	2	20	264	8	3	31	6	122	8	20	31	7	89	122	8	11	5	5	42	6	4	117	13	3	7	22	6	28	48	38	12	10	8	8	23	5	24	24	59	16	13	29	41
hsa-let-7g-5p:mirBase	9	40	8	9	24	30	5	6	3	2	25	56	19	13	45	4	2	2	62	14	17	11	19	13	3	3	9	49	19	4	8	18	5	21	9	5	24	1	8	17	16	83	25	4	25
hsa-let-7i-3p:mirBase	1	2	0	0	2	0	0	3	0	4	1	1	2	0	2	2	1	0	1	0	2	1	1	1	0	1	0	1	0	0	0	1	0	0	1	0	0	0	2	0	2	3	1	0	1
hsa-let-7i-5p:mirBase	7	176	6	33	20	9	2	11	2	8	10	309	42	13	27	3	9	8	23	7	35	10	23	85	9	5	3	33	10	2	10	16	5	15	25	5	44	8	9	6	30	29	18	10	21
hsa-miR-1-1-3p:Novel	5	3	4	6	8	2	2	27	4	20	1	3	7	2	2	1	1	1	2	1	2	1	2	2	2	1	2	1	3	2	10	5	2	0	12	4	2	2	5	0	2	1	4	5	4
hsa-miR-1-1-5p:Novel	12	17	7	8	69	12	3	29	3	57	5	33	43	4	126	10	1	6	5	1	10	3	5	7	1	7	9	15	3	8	79	12	2	3	55	32	8	3	269	1	6	1	4	10	58
hsa-miR-1-2-3p:Novel	2	6	1	2	6	5	3	11	1	10	0	3	9	0	2	2	2	5	1	0	0	0	1	0	0	0	0	0	0	8	1	5	2	0	5	5	0	0	16	0	2	3	1	3	4
hsa-miR-1-2-5p:Novel	6	3	0	19	12	4	2	22	4	22	2	14	7	2	137	9	1	5	4	0	7	0	3	18	0	1	7	21	0	7	55	13	4	0	15	19	4	1	11	2	46	5	1	10	18
hsa-miR-100-3p:mirBase	0	1	0	0	1	0	1	0	0	4	0	2	1	0	0	0	0	0	0	0	1	1	0	0	0	1	0	1	0	2	1	1	1	0	0	3	0	0	4	0	0	3	0	3	1
hsa-miR-100-5p:mirBase	1	10	1	1	5	8	1	3	1	5	0	4	3	13	8	1	2	0	26	0	36	0	0	2	1	6	1	5	0	0	36	1	5	0	96	5	0	2	2	8	3	0	0	14	1
hsa-miR-101-1-3p:Novel	0	1	1	0	11	1	0	12	0	3	4	1	3	0	1	1	0	0	1	0	0	0	1	4	0	0	1	2	0	0	2	6	0	0	5	0	1	0	13	0	1	1	1	0	3
hsa-miR-101-1-5p:Novel	2	8	1	9	10	6	8	12	2	17	3	17	8	4	4	7	1	2	3	2	7	1	3	10	2	3	5	8	0	8	3	9	6	0	13	5	2	1	4	7	5	5	1	6	7
hsa-miR-101-2-3p:Novel	2	20	1	13	22	2	2	24	2	23	7	1	9	5	4	6	6	8	2	1	3	4	3	4	1	0	3	4	2	4	9	5	6	0	22	6	3	1	28	0	1	2	2	7	3
hsa-miR-101-2-5p:mirBase	0	12	1	11	4	2	2	18	0	6	3	0	7	1	3	5	5	2	1	1	2	0	1	1	1	0	0	2	0	2	7	2	4	0	9	2	1	1	4	0	0	2	0	2	3
hsa-miR-10226-3p:Novel	8	19	7	28	33	7	13	267	7	47	6	2	11	20	26	5	5	31	13	7	5	5	0	136	14	48	2	9	22	96	30	475	10	10	24	52	229	1	8	9	11	23	35	6	63
hsa-miR-10226-5p:Novel	8	3	2	7	13	1	2	32	3	37	2	26	6	4	11	5	4	13	1	1	0	3	1	23	3	1	2	3	3	18	7	46	1	1	16	12	2	0	21	6	6	5	7	13	14
hsa-miR-10392-3p:mirBase	0	2	4	2	3	2	1	4	1	6	3	1	0	2	3	2	0	0	1	1	1	1	4	3	1	4	4	1	0	2	0	2	1	3	10	1	0	0	2	3	1	2	5	3	4
hsa-miR-10392-5p:mirBase	62	148	130	45	502	87	114	2509	44	682	129	50	114	197	172	241	176	370	22	22	61	55	75	186	23	205	158	64	54	13	152	290	524	25	313	90	42	13	619	88	66	61	84	96	183
hsa-miR-10393-3p:mirBase	0	0	0	0	2	0	0	2	0	3	0	1	2	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	5
hsa-miR-10393-5p:mirBase	0	0	0	0	0	0	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	2
hsa-miR-10394-3p:mirBase	5	4	22	2	8	0	25	4	0	6	13	4	19	1	1	6	1	0	0	0	2	2	1	3	1	3	1	2	0	0	21	7	2	0	73	0	5	0	7	1	3	5	2	7	4
hsa-miR-10394-5p:mirBase	2	1	0	0	2	1	0	8	4	1	1	0	3	0	0	0	0	1	0	0	1	0	0	25	0	1	0	0	1	5	1	3	0	0	7	4	0	0	4	1	2	3	4	0	3
hsa-miR-10395-3p:mirBase	2	2	0	0	0	1	0	4	0	1	0	11	6	0	2	2	0	1	3	1	1	1	2	0	1	4	0	3	0	0	11	3	0	3	6	3	0	1	3	0	5	0	5	2	25
hsa-miR-10395-5p:mirBase	6	6	11	12	12	8	14	39	3	14	16	8	11	12	7	2	6	6	2	4	10	10	7	8	2	4	1	22	9	5	20	35	6	4	20	6	10	3	6	24	12	5	6	10	65
hsa-miR-10396a-3p:mirBase	1	5	1	4	7	0	1	7	0	3	3	6	2	1	6	4	1	1	1	0	1	0	6	4	2	3	1	0	1	0	5	6	2	1	9	4	1	0	0	1	0	0	2	2	2
hsa-miR-10396a-5p:mirBase	3	31	1	7	27	2	3	16	1	3	6	88	4	0	64	5	0	3	1	3	1	3	45	7	1	7	5	18	0	2	48	8	4	5	21	4	1	5	2	1	2	3	5	20	7
hsa-miR-10396b-3p:mirBase	0	6	2	2	4	1	2	5	1	3	3	2	5	1	2	5	1	3	1	1	0	0	9	3	0	1	4	3	1	0	7	3	4	3	12	1	0	0	3	2	3	1	3	2	0
hsa-miR-10396b-5p:mirBase	2	30	1	3	21	2	3	7	1	1	4	86	3	0	59	5	0	2	0	3	1	2	40	3	0	3	3	17	0	1	46	7	1	4	14	2	1	5	1	0	2	2	3	15	3
hsa-miR-10397-3p:mirBase	16	38	8	11	31	19	8	55	5	97	23	9	25	7	36	19	11	20	5	3	11	26	19	21	3	27	15	43	15	2	22	41	89	3	88	44	5	0	9	20	23	18	13	29	69
hsa-miR-10397-5p:mirBase	10	1	2	0	7	0	1	35	0	13	3	1	8	4	4	4	0	3	0	1	0	3	2	0	2	3	0	7	0	1	2	9	1	2	5	8	6	0	8	1	2	2	1	12	24
hsa-miR-10398-3p:mirBase	3	9	5	3	9	3	0	11	1	7	2	3	10	4	11	1	1	0	4	2	7	0	4	14	0	0	1	7	3	1	7	11	0	2	15	1	6	2	28	3	1	4	1	7	10
hsa-miR-10398-5p:mirBase	3	7	2	6	2	0	0	3	0	6	1	1	6	2	2	4	1	4	0	0	0	0	1	2	0	4	1	1	0	3	1	2	1	2	8	1	0	0	2	0	1	5	1	0	0
hsa-miR-10399-3p:mirBase	0	0	0	0	1	1	0	7	0	2	0	0	0	1	2	0	0	1	0	0	0	0	0	0	1	0	0	2	0	0	1	0	3	0	1	0	0	0	3	0	1	1	1	0	0
hsa-miR-10399-5p:mirBase	1	1	0	0	1	0	0	6	0	2	0	5	1	0	0	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	3	0	1	1	1	0	0	0	1	0	0	1	0
hsa-miR-103a-1-3p:Novel	0	2	0	1	3	2	1	6	1	3	1	3	4	2	10	3	0	3	0	0	0	1	0	2	1	0	0	2	0	0	2	10	2	0	3	1	1	1	5	0	0	13	0	1	4
hsa-miR-103a-1-5p:mirBase	0	0	0	0	2	1	1	3	1	1	0	2	2	1	10	2	0	2	0	0	0	1	0	1	0	0	0	0	0	0	3	9	0	0	0	1	1	0	3	0	0	11	0	0	3
hsa-miR-103a-2-3p:Novel	1	3	1	2	8	0	0	13	0	5	0	4	4	1	1	5	1	1	0	0	0	0	0	6	0	1	0	1	0	3	6	11	1	0	9	1	0	0	5	1	0	0	1	0	2
hsa-miR-103a-2-5p:mirBase	1	2	0	0	1	0	0	2	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	1	1	0	0	2	0	0	0	0	0	0	2	0	1	1
hsa-miR-103b-1-3p:Novel	0	1	0	0	3	0	0	2	0	1	0	2	2	0	7	0	0	0	0	0	0	2	1	1	0	0	1	0	0	1	1	1	0	0	1	0	0	1	1	4	0	2	1	0	1
hsa-miR-103b-1-5p:Novel	0	0	0	0	2	0	0	2	0	2	0	1	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	2	0	0	0	0	0	1	0	0	2	0	0	1
hsa-miR-103b-2-3p:Novel	1	2	1	1	2	1	0	1	0	0	1	1	4	3	1	0	0	0	0	1	0	1	1	1	0	4	1	2	2	1	0	5	1	0	4	0	0	0	3	0	2	2	0	2	1
hsa-miR-103b-2-5p:Novel	0	0	0	0	0	0	0	5	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	2	0	0	0
hsa-miR-10400-3p:mirBase	2	4	6	18	8	1	1	29	0	8	3	6	3	8	1	3	2	7	3	1	6	1	5	14	4	7	2	4	2	1	11	3	2	2	6	3	1	0	7	7	2	2	0	3	8
hsa-miR-10400-5p:mirBase	53	164	78	132	143	52	43	29	31	23	67	76	170	80	237	18	30	29	80	33	10	22	138	123	12	19	14	115	25	7	25	91	17	55	90	35	129	22	276	45	33	54	41	134	162
hsa-miR-10401-3p:mirBase	2	2	0	0	2	0	0	1	0	2	0	3	2	0	1	0	1	0	0	0	0	0	7	2	0	1	0	1	0	2	0	2	1	2	4	2	0	0	0	1	0	0	2	0	4
hsa-miR-10401-5p:mirBase	41	250	28	421	41	134	33	365	17	714	58	108	50	201	276	32	46	125	38	116	62	18	96	5000	546	53	49	189	20	5	421	33	48	88	116	199	29	47	340	38	356	206	27	141	223
hsa-miR-105-1-3p:Novel	4	13	2	1	7	2	1	17	5	7	3	49	6	7	9	4	0	77	1	2	0	0	10	3	0	1	1	6	1	2	3	11	2	4	12	4	4	2	5	2	7	3	3	1	25
hsa-miR-105-1-5p:Novel	0	6	0	4	15	2	9	10	1	11	0	6	0	1	17	2	1	3	0	0	0	1	1	5	0	1	7	4	1	0	2	7	1	1	14	3	0	0	1	0	1	10	3	1	4
hsa-miR-105-2-3p:Novel	4	19	6	2	12	1	2	20	0	11	6	44	4	4	8	4	2	80	3	0	3	1	13	2	1	3	1	5	1	0	6	13	3	1	9	7	4	3	3	7	5	1	3	2	22
hsa-miR-105-2-5p:Novel	2	1	0	1	6	2	14	11	1	6	1	4	1	2	11	1	0	3	0	0	1	0	3	9	0	1	6	2	0	1	4	6	3	0	10	1	0	1	2	1	1	2	0	1	4
hsa-miR-10522-3p:Novel	3	11	0	1	17	1	5	695	5	44	2	9	12	5	25	55	3	6	2	1	3	4	5	5	0	5	7	8	2	10	7	14	75	1	6	5	5	4	6	20	5	4	12	9	15
hsa-miR-10522-5p:mirBase	0	3	0	0	1	0	2	3	2	5	0	1	1	1	3	0	0	1	1	0	1	0	0	1	0	1	0	1	1	0	1	1	1	0	0	1	0	0	1	0	0	2	0	0	1
hsa-miR-10523-3p:Novel	14	13	22	21	78	12	12	176	22	80	27	29	42	33	15	7	22	54	27	9	15	6	8	169	11	55	10	20	17	14	36	195	24	14	116	122	24	1	48	59	17	12	35	17	71
hsa-miR-10523-5p:mirBase	0	0	0	2	3	2	0	49	3	9	10	2	4	5	6	3	1	5	0	0	4	1	0	23	7	3	2	2	1	10	0	89	8	4	3	6	1	1	4	2	3	6	1	2	5
hsa-miR-10524-3p:Novel	2	4	0	1	5	0	0	3	6	5	0	9	3	1	2	4	2	1	0	1	3	0	1	22	2	0	0	4	1	1	1	4	8	2	4	2	4	1	1	0	20	1	3	6	28
hsa-miR-10524-5p:mirBase	1	4	0	0	1	0	0	2	6	4	0	7	3	0	1	1	0	1	0	1	2	0	0	20	2	0	0	1	0	0	0	2	6	2	1	2	3	0	1	0	20	1	1	0	4
hsa-miR-10525-3p:mirBase	0	1	0	1	2	0	0	6	0	1	1	2	0	1	0	0	0	1	0	0	0	0	1	0	0	1	1	0	0	1	2	1	3	0	2	1	1	1	3	1	4	0	1	3	1
hsa-miR-10525-5p:Novel	0	2	0	0	2	0	0	6	0	1	1	1	2	0	0	0	0	1	0	0	0	0	1	1	0	0	1	0	0	1	3	2	0	0	2	1	1	1	3	0	2	0	1	2	1
hsa-miR-10526-3p:mirBase	2	10	9	6	13	3	10	110	2	126	2	9	6	4	19	7	0	128	5	2	2	3	0	17	3	11	5	11	8	2	18	19	7	3	23	2	12	4	4	1	4	17	3	9	21
hsa-miR-10526-5p:Novel	1	10	8	6	14	3	10	106	2	125	2	9	5	4	19	7	1	128	4	1	2	3	0	16	3	11	5	9	8	2	18	13	7	2	23	2	12	4	3	1	4	17	3	10	18
hsa-miR-10527-3p:Novel	5	29	2	3	50	10	12	110	5	99	5	19	10	5	12	146	3	21	1	4	5	0	2	10	0	3	7	10	1	79	9	19	53	2	88	6	7	1	30	8	5	9	6	21	16
hsa-miR-10527-5p:mirBase	3	23	2	2	44	8	12	90	2	78	5	17	8	5	7	140	3	20	1	4	3	0	1	7	0	3	7	5	1	79	5	15	52	2	84	4	7	1	25	3	5	6	5	20	14
hsa-miR-106a-3p:mirBase	0	0	0	0	56	0	14	24	9	7	0	4	1	1	3	19	5	2	0	0	0	0	0	0	0	0	0	0	3	6	2	2	14	0	1	0	2	1	2	0	0	3	6	0	3
hsa-miR-106a-5p:mirBase	0	0	0	1	1	0	1	1	0	1	0	2	8	0	9	0	0	1	0	4	4	1	0	0	0	2	0	0	0	3	0	2	1	1	1	2	0	0	4	0	0	3	0	3	2
hsa-miR-106b-3p:mirBase	0	1	1	2	2	3	2	8	0	8	1	5	2	0	4	0	0	1	0	0	0	2	2	0	1	1	1	0	1	2	1	2	2	3	2	5	0	0	1	0	1	0	1	3	7
hsa-miR-106b-5p:mirBase	150	520	238	174	433	279	100	387	40	368	345	35	204	101	219	134	35	57	17	13	202	74	20	351	91	79	18	130	28	9	152	365	80	15	211	199	87	1	149	28	107	117	103	166	240
hsa-miR-107-3p:Novel	8	3	2	2	110	9	1	44	5	24	1	3	13	3	18	6	1	1	1	0	6	8	5	18	1	8	6	3	3	1	24	25	4	0	75	22	10	0	18	4	5	8	9	11	17
hsa-miR-107-5p:Novel	2	4	1	1	4	1	1	6	0	8	0	1	2	2	1	1	0	4	1	0	1	0	0	4	1	3	0	0	0	0	1	5	2	0	1	1	0	0	5	0	2	8	6	0	4
hsa-miR-10a-3p:mirBase	10	2	0	1	13	2	4	6	1	14	0	2	6	10	4	2	0	2	2	1	1	0	1	7	1	7	8	0	4	1	4	10	1	1	8	4	0	0	9	4	0	2	2	1	17
hsa-miR-10a-5p:mirBase	6	20	9	7	13	10	3	7	3	6	6	23	41	6	18	4	2	4	19	2	6	5	5	9	0	1	6	19	9	3	9	6	2	12	11	12	8	1	3	5	14	22	4	8	7
hsa-miR-10b-3p:mirBase	43	9	7	14	68	7	4	67	5	34	2	22	9	7	2	4	7	9	11	0	6	0	0	28	5	10	7	8	3	7	16	33	6	5	44	5	26	3	43	6	13	13	8	28	29
hsa-miR-10b-5p:mirBase	7	17	4	5	8	20	0	19	0	2	3	12	19	2	34	3	3	9	11	4	9	13	3	7	1	0	1	12	5	4	4	8	3	2	6	20	9	1	338	0	9	14	6	8	33
hsa-miR-11181-3p:mirBase	2	2	0	1	5	0	2	14	2	5	2	1	3	1	5	3	1	1	1	1	1	3	1	3	0	1	3	0	0	3	6	1	8	2	1	0	2	3	2	3	1	18	2	4	3
hsa-miR-11181-5p:mirBase	0	1	0	0	0	0	0	8	0	0	1	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	1	0	1	0
hsa-miR-11399-3p:Novel	313	256	57	249	1001	232	120	689	29	537	89	530	706	187	460	394	36	73	274	127	171	127	159	1091	152	43	76	381	65	65	586	529	209	322	207	90	311	89	223	76	542	174	127	459	556
hsa-miR-11399-5p:Novel	18	11	5	13	17	6	3	18	2	31	0	12	12	2	7	9	1	7	12	2	10	4	13	17	2	3	12	9	3	3	9	10	12	19	28	7	2	2	6	4	13	11	8	2	17
hsa-miR-11400-3p:Novel	17	25	12	21	137	5	27	65	2	116	6	14	29	23	1	5	4	30	10	2	10	2	6	82	3	24	10	6	7	2	6	17	10	6	26	15	9	0	30	34	15	7	21	8	34
hsa-miR-11400-5p:Novel	12	12	1	9	7	1	2	15	2	15	3	168	7	4	22	2	7	17	3	0	12	1	0	88	3	2	6	6	3	3	7	6	3	1	33	8	7	1	4	2	33	4	3	4	9
hsa-miR-11401-3p:Novel	26	40	13	27	53	31	21	68	7	55	13	29	33	8	22	13	20	422	11	2	28	7	20	23	6	8	2	15	17	22	39	26	12	1	84	20	21	0	38	54	25	4	15	23	40
hsa-miR-11401-5p:Novel	0	4	1	0	2	0	3	8	1	4	0	3	3	2	7	14	1	0	4	1	4	0	1	4	0	2	2	0	0	0	4	6	1	1	5	1	5	2	2	0	1	10	4	4	5
hsa-miR-1178-3p:mirBase	0	4	0	1	0	0	0	3	0	1	0	0	0	1	2	1	0	3	0	0	1	0	0	1	1	2	2	0	0	0	1	2	1	0	5	0	1	0	0	0	1	1	1	1	3
hsa-miR-1178-5p:mirBase	2	3	1	0	14	0	0	11	3	8	0	2	5	3	7	2	2	1	2	0	0	0	1	1	1	5	2	1	1	1	5	3	1	1	12	3	2	0	6	1	3	3	7	1	4
hsa-miR-1179-3p:Novel	73	43	7	37	45	4	4	170	10	115	14	30	31	12	22	29	15	26	9	10	34	8	4	21	4	8	3	10	7	2	67	120	8	4	40	12	7	7	44	12	22	25	38	16	43
hsa-miR-1179-5p:Novel	1	8	0	1	17	0	2	37	0	95	0	4	7	1	17	6	0	5	2	0	1	0	0	4	1	1	6	10	1	3	6	8	2	0	1	5	1	0	8	1	1	5	2	3	2
hsa-miR-1180-3p:mirBase	26	7	2	4	47	12	3	95	12	27	26	2	16	8	8	9	5	8	9	2	12	5	4	7	1	18	3	10	6	2	40	10	8	5	125	11	11	0	54	7	14	5	18	9	90
hsa-miR-1180-5p:mirBase	4	0	1	0	7	1	1	7	1	4	0	0	1	3	0	1	1	2	1	0	1	1	1	1	0	0	1	0	0	5	3	3	0	0	1	3	0	2	1	0	2	1	0	1	3
hsa-miR-1181-3p:Novel	45	227	41	92	189	51	106	151	36	142	90	351	128	134	151	58	43	81	58	30	128	51	226	198	36	49	78	175	34	18	145	275	42	64	239	76	151	32	190	104	114	220	156	105	251
hsa-miR-1181-5p:Novel	9	16	4	9	22	5	2	37	4	21	4	17	4	4	20	6	2	10	5	1	4	3	15	10	2	1	11	14	0	4	8	15	1	3	4	6	6	1	6	7	11	6	12	5	17
hsa-miR-1182-3p:Novel	37	21	3	11	97	9	17	192	8	133	12	13	55	20	18	55	11	23	7	7	4	8	8	51	7	44	15	18	0	9	18	99	41	6	45	15	7	6	56	18	20	23	20	25	23
hsa-miR-1182-5p:Novel	18	12	8	1	71	9	20	135	7	123	9	10	40	12	26	18	7	25	4	6	9	4	5	17	5	23	31	12	10	194	30	22	33	5	66	23	6	6	41	15	21	13	15	16	39
hsa-miR-1183-3p:Novel	7	4	6	3	8	4	0	76	1	83	6	14	7	1	8	6	4	8	5	5	8	1	1	28	1	8	2	2	2	4	6	34	3	1	10	10	4	2	14	5	1	8	5	3	9
hsa-miR-1183-5p:Novel	8	16	5	15	97	12	5	177	7	59	20	23	27	19	11	25	16	14	6	9	3	3	5	25	8	45	3	22	3	5	16	45	36	4	24	2	7	3	141	12	8	7	18	18	34
hsa-miR-1184-1-3p:Novel	24	72	36	58	80	27	35	58	7	48	37	33	68	35	60	21	4	11	22	8	36	9	31	64	9	9	6	41	5	4	74	38	10	135	49	102	31	4	21	19	32	27	21	78	60
hsa-miR-1184-1-5p:Novel	3	7	2	4	23	1	5	18	1	15	0	6	2	1	3	4	1	1	1	0	2	1	4	18	1	2	2	8	3	3	3	7	7	4	9	0	4	1	9	2	4	11	1	1	9
hsa-miR-1184-2-3p:Novel	16	69	28	63	87	24	33	67	4	42	41	33	77	28	40	24	9	14	24	13	32	15	16	73	11	7	10	40	6	4	74	50	14	137	65	90	29	4	21	11	33	33	19	83	61
hsa-miR-1184-2-5p:Novel	2	9	3	2	27	1	1	15	1	14	2	0	3	3	7	5	3	2	2	1	1	2	1	5	1	3	1	4	3	3	5	8	4	1	4	2	1	0	5	4	0	9	2	2	4
hsa-miR-1184-3-3p:Novel	13	83	21	58	78	18	28	52	7	45	36	29	65	38	51	21	10	19	29	12	28	9	20	87	19	12	10	27	9	8	69	45	9	139	51	72	37	8	22	7	29	33	12	78	56
hsa-miR-1184-3-5p:Novel	4	5	2	2	20	3	2	9	1	9	4	0	10	1	4	8	0	3	3	1	1	1	0	9	3	1	3	3	1	2	2	2	7	0	5	2	1	2	10	1	1	4	9	5	10
hsa-miR-1185-1-3p:mirBase	2	2	0	4	2	0	0	2	0	0	0	0	0	0	1	2	0	0	0	0	1	0	0	1	0	0	0	0	0	0	1	2	3	0	0	3	1	0	7	0	0	4	0	0	5
hsa-miR-1185-1-5p:Novel	2	2	0	0	1	0	0	2	0	0	0	0	0	0	1	0	1	1	0	0	1	0	0	1	0	0	0	0	0	0	0	2	1	0	0	1	1	0	5	0	0	4	0	0	4
hsa-miR-1185-2-3p:mirBase	0	1	0	0	1	0	2	4	0	0	0	4	2	0	0	11	0	3	0	0	0	0	0	1	0	0	0	1	0	2	0	3	16	0	0	2	1	0	0	0	0	2	0	1	2
hsa-miR-1185-2-5p:Novel	1	1	0	0	1	0	2	5	0	4	0	3	3	0	1	11	0	3	0	0	0	0	0	1	0	0	0	1	0	2	0	3	15	0	1	1	1	0	0	0	0	2	0	0	4
hsa-miR-1193-3p:Novel	28	20	78	51	40	5	91	76	6	26	137	106	85	39	11	5	9	6	14	4	37	4	16	25	0	17	1	31	11	8	46	23	17	1	432	9	22	8	27	4	18	7	17	21	128
hsa-miR-1193-5p:Novel	9	15	6	10	77	13	9	125	9	100	8	13	15	8	11	9	7	21	10	5	12	8	8	20	1	16	3	17	5	2	24	21	18	5	72	11	23	1	30	9	11	17	19	16	43
hsa-miR-1197-3p:Novel	15	18	13	22	33	8	22	84	3	106	9	22	27	35	15	9	6	7	20	9	4	6	7	18	2	37	2	13	7	4	39	66	31	3	210	33	23	1	16	18	10	4	7	18	48
hsa-miR-1197-5p:Novel	0	3	1	4	17	1	6	12	0	8	1	3	18	2	7	11	7	1	2	0	2	6	0	38	3	0	3	3	2	1	3	8	9	0	12	1	0	1	8	4	3	3	1	3	3
hsa-miR-1199-3p:mirBase	9	11	2	11	60	2	7	36	3	49	26	0	18	10	8	12	12	19	1	9	8	2	3	25	6	8	6	10	4	5	10	19	8	7	20	14	2	1	34	13	4	13	4	4	13
hsa-miR-1199-5p:mirBase	1	13	5	3	3	1	1	64	4	6	6	15	2	9	8	1	1	8	1	1	0	1	7	8	0	0	4	9	1	1	6	12	5	1	5	2	3	0	12	2	1	0	7	2	12
hsa-miR-1200-3p:Novel	6	13	1	11	47	7	6	331	15	390	8	15	8	11	23	39	8	340	6	0	5	3	9	22	7	16	16	11	16	9	3	21	34	4	15	11	8	2	28	16	30	22	4	7	32
