ID	CMa001	CMa002	CMa003	CMa004	CMa005	CMa007	CMa009	CMa010	CMa010b	CMa011	Cii001	Cii002	Cii003	Cii004	Cii005	Cii006	Cii007	Cii008	Cii009	Cii010	Cii011	Cii012	Cii013	Cii014Zymo	Cii014	Cii015	Cii016	Cii017	Cii018	Cii019	Cii020	Cii021	Cii022	Cii023	Cii024	Cii025	Cii026	Cii027	Cii029	Cii030	Cii031	Cii032	Cii033	Cii034	Cii035
hsa-miR-1200-5p:Novel	12	10	2	0	22	3	2	5	2	9	0	12	6	1	2	3	0	25	5	0	0	0	2	7	1	1	3	2	1	5	2	13	8	1	1	2	1	1	5	4	3	3	6	5	3
hsa-miR-1202-3p:Novel	5	29	18	168	18	22	105	80	2	34	47	6	46	9	35	2	5	16	16	11	7	4	51	17	1	15	14	15	10	9	16	64	63	25	121	28	19	0	14	21	36	302	14	52	51
hsa-miR-1202-5p:Novel	125	71	134	20	361	80	26	84	26	51	47	30	97	118	21	30	70	102	16	5	3	3	15	28	1	26	29	37	26	32	63	82	4	3	230	40	42	5	94	13	23	48	42	38	230
hsa-miR-1203-3p:Novel	4	9	1	6	5	3	0	23	4	9	1	5	5	4	6	1	0	5	2	0	0	0	1	1	0	3	2	1	12	0	0	9	2	1	6	10	0	0	23	4	2	3	4	3	16
hsa-miR-1203-5p:Novel	960	2773	148	2628	2063	393	307	1428	348	1442	393	3755	315	209	480	1580	221	254	229	176	723	220	169	856	133	161	641	1736	326	492	397	318	396	380	1508	747	366	172	207	503	463	763	446	825	3699
hsa-miR-1204-3p:Novel	15	5	3	1	6	1	2	7	1	35	0	5	3	3	5	6	1	1	4	0	1	0	2	9	1	0	0	3	0	1	5	6	1	0	9	1	1	0	3	0	0	4	0	9	1
hsa-miR-1204-5p:Novel	5	19	3	12	19	2	6	49	4	81	7	6	15	8	30	16	4	14	38	2	5	150	7	22	2	13	1	29	39	29	38	38	43	37	17	254	6	9	25	13	12	14	18	50	30
hsa-miR-1205-3p:Novel	0	0	0	3	5	2	2	15	0	10	4	5	1	2	4	2	1	2	0	0	1	0	2	4	1	3	1	0	3	4	4	27	1	1	6	4	0	2	5	3	1	4	4	2	13
hsa-miR-1205-5p:Novel	3	2	0	0	0	0	2	11	0	14	0	1	3	2	2	0	1	1	0	0	1	0	0	4	0	3	0	2	1	20	1	2	1	0	4	0	1	1	4	0	1	1	2	1	3
hsa-miR-1206-3p:Novel	0	7	0	1	5	0	1	2	1	5	2	6	8	0	4	1	2	2	0	0	0	0	3	2	1	0	1	1	0	1	4	6	2	0	4	2	1	0	3	1	1	0	0	4	19
hsa-miR-1206-5p:Novel	0	0	0	3	1	0	0	3	0	1	0	4	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	1	0	2	1	0	0	0	0	0	0	0	0	5
hsa-miR-1207-3p:mirBase	3	5	1	0	0	0	0	1	0	1	0	0	2	0	0	2	0	1	0	0	0	1	1	1	0	0	0	1	0	0	0	2	0	0	0	2	1	0	0	1	1	0	0	1	1
hsa-miR-1207-5p:mirBase	10	6	3	12	13	5	4	23	2	10	5	4	21	7	28	14	1	1	11	5	15	4	5	15	0	7	9	9	5	6	14	15	11	5	24	3	6	2	24	4	14	17	5	15	22
hsa-miR-1208-3p:Novel	14	10	5	17	27	11	7	131	9	106	10	14	23	4	23	20	3	82	4	2	7	3	4	32	2	14	16	11	7	6	10	23	5	1	19	9	11	5	22	7	5	16	8	10	20
hsa-miR-1208-5p:Novel	1	6	2	6	5	0	1	24	1	37	1	10	11	2	9	12	2	3	2	3	4	2	2	3	0	1	1	6	0	9	4	23	3	2	3	9	3	0	16	3	1	5	3	9	26
hsa-miR-12113-3p:Novel	9	19	4	18	25	7	4	23	5	64	5	5	38	2	5	16	6	10	10	2	13	2	4	39	4	1	13	17	5	2	12	15	3	2	18	7	1	3	8	5	31	9	2	12	19
hsa-miR-12113-5p:Novel	2	4	1	2	4	3	12	6	0	3	1	1	5	0	2	9	2	4	6	1	2	0	0	2	0	1	1	6	1	1	3	3	1	0	7	0	5	0	1	1	2	1	0	6	7
hsa-miR-12114-3p:Novel	77	35	65	212	422	59	75	209	71	77	90	210	128	45	169	24	37	16	201	51	54	18	22	333	35	17	38	102	158	43	97	301	108	39	132	46	435	256	336	212	148	107	82	470	796
hsa-miR-12114-5p:Novel	0	3	0	3	7	2	8	177	4	29	1	5	7	3	5	27	0	5	0	0	2	1	4	3	1	3	1	4	1	29	2	6	92	0	4	1	20	1	12	0	1	5	8	7	21
hsa-miR-12115-3p:Novel	81	68	19	10	107	44	53	68	5	118	15	135	50	55	42	28	18	25	36	15	14	18	43	81	8	43	21	53	8	6	29	67	10	12	174	19	65	4	38	13	33	22	43	29	295
hsa-miR-12115-5p:Novel	1	5	1	3	3	0	0	12	0	9	4	3	7	5	9	4	7	4	0	1	2	0	1	30	1	2	2	3	3	5	11	6	1	4	14	6	3	0	5	2	4	6	8	4	4
hsa-miR-12116-3p:Novel	3	6	2	3	14	1	7	18	0	15	2	7	12	7	5	7	1	12	3	1	5	0	3	7	2	9	4	4	4	2	6	11	4	1	8	6	16	1	7	7	6	13	7	6	10
hsa-miR-12116-5p:Novel	5	6	0	5	12	4	4	11	0	26	0	5	8	3	12	4	1	10	3	1	1	0	4	2	3	1	2	6	4	1	8	8	13	3	6	6	1	1	12	6	3	10	6	3	8
hsa-miR-12117-3p:Novel	125	7	6	9	861	26	10	80	45	137	8	7	23	7	12	27	6	15	3	1	26	8	6	297	8	20	6	20	9	5	48	30	38	2	15	14	5	5	18	13	26	6	43	20	80
hsa-miR-12117-5p:Novel	102	4	1	3	34	4	1	22	44	19	7	1	24	1	2	8	0	2	9	0	2	0	1	288	17	1	1	6	5	1	11	8	1	1	8	2	8	1	8	4	17	2	12	4	20
hsa-miR-12118-3p:Novel	130	91	47	83	860	70	49	402	53	498	61	79	71	117	114	140	77	90	18	21	127	51	37	286	29	28	43	172	118	81	250	121	65	24	128	63	57	79	227	102	87	29	140	103	261
hsa-miR-12118-5p:Novel	4	5	6	4	13	0	7	24	1	28	6	97	6	4	1	2	0	465	0	1	3	1	2	3	0	5	2	6	1	4	2	11	13	0	12	1	9	19	19	3	3	4	3	34	121
hsa-miR-12119-3p:Novel	44	85	48	66	141	45	28	722	21	259	93	33	179	77	71	34	36	47	21	23	43	76	36	99	16	103	10	96	26	11	101	74	141	17	313	98	39	15	716	59	64	52	99	186	319
hsa-miR-12119-5p:Novel	8	14	30	75	56	34	7	53	9	35	17	43	26	22	18	25	34	11	48	21	13	15	13	204	15	40	4	18	22	15	64	31	15	32	241	29	59	3	21	24	34	65	72	7	51
hsa-miR-12120-3p:Novel	163	25	18	60	642	76	38	60	9	340	7	103	41	16	13	63	11	14	10	10	6	6	17	27	6	44	29	16	17	203	27	123	80	14	156	26	87	8	39	43	10	29	46	18	172
hsa-miR-12120-5p:Novel	13	9	8	10	122	2	14	105	3	126	6	8	56	8	16	12	4	10	11	6	7	6	1	12	2	22	7	4	1	6	8	70	3	6	70	10	9	5	86	8	4	19	6	13	17
hsa-miR-12121-3p:Novel	1	61	9	7	15	11	10	17	8	26	3	26	13	15	10	13	8	21	13	1	2	4	56	16	2	11	14	11	2	3	10	27	10	3	21	22	7	3	26	24	16	10	14	4	24
hsa-miR-12121-5p:Novel	446	129	48	137	96	205	11	66	6	60	53	310	125	69	104	63	14	21	157	33	1095	23	110	688	173	694	80	75	10	21	149	109	33	55	1096	192	1007	42	126	43	116	1274	24	36	88
hsa-miR-12122-3p:Novel	6	21	3	32	39	3	9	41	2	30	5	15	8	10	5	3	2	10	1	3	13	4	52	11	0	21	6	21	2	8	27	18	5	34	39	5	34	0	18	7	13	6	6	5	27
hsa-miR-12122-5p:Novel	3	0	5	6	10	0	3	28	0	28	2	5	7	2	1	1	0	3	4	0	4	5	1	11	3	3	1	10	2	2	6	5	3	4	20	8	8	1	4	0	2	6	3	3	7
hsa-miR-12123-3p:Novel	1	3	0	0	29	3	1	19	10	152	0	2	2	0	3	10	3	2	0	1	2	0	10	12	5	1	0	1	1	5	9	33	2	1	10	4	3	0	5	7	1	4	10	5	7
hsa-miR-12123-5p:Novel	12	20	4	23	69	8	6	322	22	209	11	45	3	62	79	110	4	37	3	3	13	16	6	155	24	4	16	27	14	15	63	108	18	3	62	36	5	23	121	91	3	1	9	37	30
hsa-miR-12124-3p:Novel	16	57	5	14	25	6	8	164	5	131	19	108	66	18	69	19	10	15	16	5	3	10	31	12	1	7	12	55	10	8	28	35	54	5	22	51	8	3	51	62	39	30	13	95	29
hsa-miR-12124-5p:Novel	38	107	13	23	74	39	24	170	21	135	20	40	56	9	32	47	24	18	17	8	19	63	35	55	6	10	9	63	17	20	45	47	16	7	56	47	16	7	43	16	18	23	60	38	105
hsa-miR-12125-3p:Novel	9	4	1	9	46	2	2	14	0	59	3	4	12	17	4	5	12	12	0	0	0	3	1	17	1	9	24	7	6	3	6	65	13	1	14	8	4	3	33	13	6	4	7	19	22
hsa-miR-12125-5p:Novel	4	3	4	15	43	2	0	11	6	71	3	0	4	2	11	4	2	8	14	6	4	3	1	6	0	4	8	9	6	36	5	49	1	1	48	12	3	1	59	1	5	7	2	8	15
hsa-miR-12126-3p:Novel	7	6	5	6	51	11	4	95	3	23	12	13	18	4	12	5	5	14	1	3	0	2	5	55	7	7	4	5	4	12	15	17	7	2	21	5	1	2	17	10	14	18	22	6	28
hsa-miR-12126-5p:Novel	9	92	7	77	53	4	101	280	5	196	13	156	234	20	56	51	3	51	582	28	477	793	19	392	31	14	24	124	24	55	41	89	24	386	54	1293	133	45	15	818	6	1566	221	31	210
hsa-miR-12127-3p:Novel	128	51	30	22	558	30	50	327	34	441	22	370	36	24	41	100	77	23	19	16	21	10	17	53	6	69	27	50	73	87	64	637	35	16	249	27	575	8	74	30	19	17	249	42	331
hsa-miR-12127-5p:Novel	14	34	11	23	119	20	24	43	6	79	11	29	34	21	43	21	8	15	17	7	7	28	30	111	8	16	8	16	18	10	39	46	11	8	314	60	33	3	42	36	19	48	19	26	24
hsa-miR-12128-3p:Novel	27	40	12	20	134	18	6	146	12	57	26	77	41	49	22	12	12	62	6	4	11	1	21	36	8	40	8	28	6	5	30	43	25	9	66	13	21	18	46	35	49	20	26	19	47
hsa-miR-12128-5p:Novel	6	4	4	7	14	9	3	35	4	50	13	15	11	9	11	4	4	9	1	3	13	2	2	27	7	6	13	5	2	3	5	13	8	9	20	6	3	1	14	13	12	8	12	5	20
hsa-miR-12129-3p:Novel	6	4	0	8	25	7	0	17	0	7	16	1	15	4	6	4	0	1	1	0	3	0	2	15	1	1	1	4	0	3	9	10	0	7	32	2	7	3	5	3	10	16	5	5	14
hsa-miR-12129-5p:Novel	13	8	5	14	43	9	4	19	2	13	7	10	17	9	36	5	4	4	7	5	13	6	28	12	1	8	8	5	3	0	18	20	2	6	17	7	11	1	7	10	9	21	13	14	23
hsa-miR-12130-3p:Novel	1	1	2	3	27	0	4	31	0	6	1	25	9	4	10	3	0	8	3	2	1	1	1	3	0	2	2	3	0	1	12	11	1	2	10	5	4	0	4	5	1	10	6	1	9
hsa-miR-12130-5p:Novel	1	6	5	3	24	1	8	28	0	11	4	5	6	5	1	2	4	3	2	0	2	3	1	3	0	4	1	9	0	5	6	5	2	1	11	8	0	1	5	1	0	1	1	2	19
hsa-miR-12131-3p:Novel	0	14	0	2	7	0	1	5	1	7	2	6	1	6	3	1	1	1	2	1	0	0	4	5	0	1	3	7	0	3	8	17	2	1	26	5	4	0	6	3	6	6	4	6	6
hsa-miR-12131-5p:Novel	0	6	0	4	1	0	0	3	2	4	0	1	4	0	4	2	1	1	0	1	1	0	1	3	0	3	0	3	0	0	4	4	3	0	11	0	1	1	1	0	1	1	3	1	6
hsa-miR-12132-3p:Novel	3	207	2	18	88	5	8	63	4	30	14	12	15	14	12	16	0	8	34	3	44	26	3	205	25	18	4	10	8	44	13	27	8	5	40	25	11	7	12	11	6	51	10	17	15
hsa-miR-12132-5p:Novel	1	1	3	3	18	1	0	15	3	8	1	4	4	3	22	1	3	0	4	0	0	1	1	15	1	4	1	2	0	1	6	12	2	4	21	5	0	0	7	1	2	4	2	8	5
hsa-miR-12133-3p:Novel	2	0	0	0	9	0	0	6	0	4	0	2	2	0	7	3	1	4	1	0	0	0	0	2	0	1	0	0	1	2	2	8	3	0	12	3	1	0	2	4	0	4	1	4	0
hsa-miR-12133-5p:Novel	0	1	0	0	0	0	0	4	0	4	0	1	0	0	1	1	0	6	0	0	0	0	1	1	0	0	1	2	0	1	1	0	1	0	1	1	0	0	3	0	0	1	1	1	1
hsa-miR-12135-3p:Novel	3	8	0	0	15	0	2	14	1	10	0	17	6	2	3	7	1	7	13	0	2	3	0	7	0	3	0	3	0	9	9	16	2	2	10	6	2	0	14	1	2	1	5	4	57
hsa-miR-12135-5p:Novel	2	30	2	2	6	1	2	2	1	2	0	5	4	1	6	2	0	2	7	0	0	0	6	2	1	0	0	8	4	1	2	2	0	1	8	4	9	0	5	2	1	2	1	2	8
hsa-miR-12136-3p:Novel	32	23	22	9	122	15	21	258	5	136	41	43	53	54	64	63	26	83	139	9	3	12	17	21	4	21	23	23	31	13	16	46	50	16	107	13	127	7	43	53	20	9	35	41	91
hsa-miR-12136-5p:Novel	140	68	125	85	444	41	99	935	80	455	46	100	210	137	121	55	87	152	57	62	78	27	28	528	33	254	196	86	68	34	183	597	87	65	1152	123	119	9	183	290	113	241	187	156	560
hsa-miR-122-3p:mirBase	1	2	0	0	0	0	0	3	0	0	0	1	1	0	1	0	0	0	0	0	1	1	0	0	0	1	0	2	0	2	0	2	0	1	0	0	0	0	1	0	0	0	1	0	0
hsa-miR-122-5p:mirBase	9	13	13	39	108	11	16	110	3	44	23	9	34	15	38	19	8	17	27	10	18	10	13	22	3	14	11	17	7	8	17	127	10	13	86	8	7	19	77	18	24	50	15	24	42
hsa-miR-1224-3p:mirBase	0	1	0	0	1	0	1	4	0	1	0	10	1	2	0	0	1	0	0	0	0	0	2	0	0	3	1	3	0	0	1	1	2	0	6	0	3	0	0	0	1	1	2	1	5
hsa-miR-1224-5p:mirBase	4	9	12	40	17	2	13	68	6	54	5	10	91	3	29	11	2	15	10	6	6	2	8	9	0	9	16	4	2	5	6	24	3	1	18	54	12	1	36	7	9	35	6	6	9
hsa-miR-1225-3p:mirBase	0	1	0	3	2	0	2	10	0	7	1	3	5	2	0	0	1	3	1	0	0	0	1	7	0	0	1	1	0	1	7	2	3	0	4	1	0	6	2	2	0	4	0	1	4
hsa-miR-1225-5p:mirBase	3	4	4	4	5	5	0	11	0	7	2	0	7	1	29	2	1	1	0	2	0	1	1	8	1	7	3	3	2	1	3	5	5	2	10	4	5	3	24	2	1	6	3	3	14
hsa-miR-1226-3p:mirBase	4	1	1	0	6	1	0	72	2	3	0	1	0	9	0	0	10	1	1	0	0	0	0	11	0	35	0	0	1	2	2	1	2	1	5	0	1	0	0	0	0	0	6	3	11
hsa-miR-1226-5p:mirBase	1	8	0	3	19	0	1	15	0	18	1	9	15	2	20	6	1	5	1	3	1	4	2	2	0	2	3	5	2	2	8	9	4	1	12	3	26	1	10	6	1	8	1	7	62
hsa-miR-1227-3p:mirBase	1	1	0	0	1	0	0	4	0	0	0	0	0	1	3	1	0	2	0	0	0	0	3	1	0	1	0	0	0	0	3	0	0	0	1	2	0	0	1	0	0	0	0	0	1
hsa-miR-1227-5p:mirBase	4	5	8	19	29	30	4	19	2	5	9	27	41	4	7	4	4	8	8	1	10	5	4	45	3	0	2	21	4	4	33	27	10	3	12	5	25	8	9	9	26	17	2	9	18
hsa-miR-1228-3p:mirBase	0	0	3	1	9	0	2	60	1	19	1	0	2	5	0	1	5	7	0	0	0	0	0	0	1	2	0	0	0	1	2	5	7	1	11	1	0	0	7	1	2	0	3	0	4
hsa-miR-1228-5p:mirBase	7	27	4	10	14	2	6	15	0	4	5	7	10	8	43	9	0	1	1	5	5	0	8	32	2	1	3	8	1	0	15	30	6	1	7	0	20	2	3	5	4	33	8	4	11
hsa-miR-1229-3p:mirBase	0	0	0	0	0	0	1	4	0	0	0	0	1	0	2	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	1	1	1	1	0	0	0	2	0	0	1	0	0	0
hsa-miR-1229-5p:mirBase	45	33	38	21	707	16	64	166	35	86	29	19	92	52	155	41	16	2	9	9	14	11	18	36	3	32	36	19	23	8	25	43	106	17	143	40	31	6	114	34	75	27	61	29	80
hsa-miR-122b-3p:mirBase	1	2	1	0	1	0	0	1	2	10	4	0	2	1	2	0	1	0	0	0	1	1	0	0	1	1	0	7	1	2	2	3	5	0	22	16	1	0	1	0	0	3	1	4	12
hsa-miR-122b-5p:mirBase	5	56	1	23	1	1	2	4	0	6	5	18	17	0	3	1	0	9	1	0	11	1	6	5	1	3	1	3	0	0	0	3	2	0	9	3	0	0	5	2	2	0	1	4	7
hsa-miR-1231-3p:Novel	297	49	15	25	150	7	36	647	16	69	14	40	171	35	75	187	37	26	17	25	8	5	12	19	3	55	40	30	17	10	25	89	45	13	139	61	16	7	16	23	18	17	31	15	27
hsa-miR-1231-5p:Novel	11	13	4	21	57	29	13	210	10	54	11	139	102	20	148	31	12	12	12	4	7	10	14	43	2	9	93	33	16	14	40	23	23	8	56	33	24	7	60	23	10	63	7	44	41
hsa-miR-1233-1-3p:Novel	5	20	5	3	15	1	6	14	7	10	6	26	15	8	4	4	1	6	8	1	5	2	4	12	0	11	0	8	10	0	8	13	5	11	19	8	8	0	13	8	8	7	12	0	18
hsa-miR-1233-1-5p:Novel	2	37	3	8	10	0	0	2	0	6	2	7	4	4	2	12	2	4	0	1	2	0	6	8	1	0	1	3	3	0	5	5	1	0	6	2	3	1	7	6	1	3	4	2	11
hsa-miR-1233-2-3p:Novel	6	25	4	5	19	0	4	16	1	11	9	29	27	7	4	5	2	4	8	1	8	3	3	3	0	9	1	11	3	0	11	18	4	7	15	8	5	0	13	5	13	9	13	2	11
hsa-miR-1233-2-5p:Novel	3	26	5	5	7	3	1	6	0	9	1	3	1	5	4	10	0	1	0	1	2	2	0	2	1	2	4	1	4	1	4	3	4	6	5	5	2	1	2	3	2	2	1	2	12
hsa-miR-1234-3p:mirBase	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	2	1	0	1
hsa-miR-1234-5p:Novel	4	6	1	5	4	1	2	8	0	2	0	2	5	5	9	3	0	0	0	1	6	1	1	27	4	1	2	3	1	2	5	13	2	3	5	3	2	0	3	4	3	39	3	2	4
hsa-miR-1236-3p:mirBase	0	1	0	0	0	0	0	1	0	1	3	2	0	0	0	0	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1
hsa-miR-1236-5p:mirBase	3	10	2	8	10	6	9	36	5	26	6	6	25	6	55	17	2	7	8	7	6	5	5	35	5	0	7	23	1	1	10	27	8	8	14	7	15	0	34	10	12	50	5	5	33
hsa-miR-1237-3p:mirBase	0	1	1	0	1	0	0	4	0	0	1	0	2	0	1	0	1	2	0	1	0	1	0	1	0	0	0	0	0	0	12	4	0	0	1	1	0	0	1	1	0	0	1	0	0
hsa-miR-1237-5p:mirBase	5	11	12	44	12	3	10	21	1	8	6	5	18	8	55	10	4	11	10	4	4	5	4	12	0	3	2	13	6	1	20	20	2	3	12	6	7	2	33	15	6	29	1	4	11
hsa-miR-1238-3p:mirBase	0	0	0	0	1	0	0	1	0	2	0	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	0	1	1	0	0	1	0	1	0	0	0	0	0	1	0	0
hsa-miR-1238-5p:mirBase	1	2	1	3	5	1	1	16	1	1	1	5	3	2	3	2	1	1	1	3	0	0	4	2	0	0	0	3	0	0	1	2	0	0	12	2	4	0	1	2	2	4	2	2	4
hsa-miR-124-1-3p:Novel	6	5	3	17	121	1	2	156	0	43	1	9	12	6	23	15	2	4	8	4	1	17	4	14	2	2	9	11	2	7	14	20	6	1	13	4	5	3	12	21	6	9	6	20	39
hsa-miR-124-1-5p:Novel	0	0	1	0	9	0	1	44	0	15	1	0	3	2	3	1	0	3	0	0	0	0	0	1	0	6	0	1	0	1	3	2	1	2	1	1	2	0	18	2	3	1	1	0	4
hsa-miR-124-2-3p:Novel	1	9	0	3	4	0	5	20	0	5	1	9	4	3	6	2	2	2	2	0	0	0	1	4	1	1	2	5	1	4	5	5	6	1	5	5	0	1	10	1	3	2	3	7	12
hsa-miR-124-2-5p:Novel	10	128	18	36	22	26	13	102	33	26	13	140	18	52	89	6	4	12	16	11	11	6	24	178	22	9	10	24	12	4	18	54	12	21	107	22	41	5	51	29	36	29	25	34	33
hsa-miR-124-3-3p:Novel	0	2	2	0	2	0	1	3	0	4	0	1	2	0	1	2	1	0	0	0	1	1	1	6	0	3	0	4	0	0	3	0	3	0	4	0	1	0	2	7	2	3	6	0	1
hsa-miR-124-3-5p:Novel	2	2	0	0	9	1	2	43	2	15	0	0	1	3	2	0	0	1	1	0	0	0	0	3	0	8	1	0	0	0	2	1	1	0	5	0	1	0	14	1	2	1	1	2	5
hsa-miR-1243-3p:Novel	8	22	4	7	36	11	2	37	1	34	2	7	23	6	5	24	5	4	3	6	5	0	4	36	1	4	4	13	1	7	6	30	6	16	28	4	10	1	26	4	4	71	7	15	17
hsa-miR-1243-5p:Novel	1	1	0	0	1	0	0	1	0	0	0	0	1	1	1	1	0	1	0	0	0	3	0	0	0	0	0	1	0	3	3	0	0	0	0	0	0	1	1	2	0	0	1	1	0
hsa-miR-1244-1-3p:Novel	0	2	0	1	8	0	1	3	1	1	2	1	3	0	2	3	0	3	3	0	2	0	0	1	1	0	2	2	0	2	6	5	1	0	2	5	2	1	4	1	0	0	0	3	14
hsa-miR-1244-1-5p:Novel	0	1	1	0	0	0	0	2	0	1	0	0	0	1	1	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	2	0	0	0	0	0	0
hsa-miR-1244-2-3p:Novel	0	2	1	5	2	1	2	3	0	1	1	0	2	0	1	1	0	3	0	0	2	1	0	1	0	2	0	1	2	2	3	4	1	0	4	7	5	0	2	1	1	1	1	4	18
hsa-miR-1244-2-5p:Novel	0	0	0	0	0	0	1	0	0	1	0	0	0	1	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	1	0	0	1	1	1	0	0	2	0	0	0	0	0
hsa-miR-1244-3-3p:Novel	1	5	0	4	7	1	1	4	1	2	3	1	2	0	2	3	0	1	3	0	1	2	2	1	1	0	0	1	1	1	7	7	1	0	5	5	2	0	4	2	0	1	0	2	12
hsa-miR-1244-3-5p:Novel	1	0	0	0	0	0	0	1	0	0	1	1	0	0	1	1	0	3	0	0	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	1	0	0	0	0	0	1
hsa-miR-1244-4-3p:Novel	2	6	0	1	5	1	0	3	0	1	0	1	2	1	2	2	0	4	4	1	2	0	1	1	1	0	0	2	1	2	7	8	1	0	4	3	1	0	2	2	0	0	0	3	8
hsa-miR-1244-4-5p:Novel	0	0	0	0	1	1	0	3	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	1	0	0	0	0	0	0	1	0	0	0	0	0	1
hsa-miR-1245a-3p:Novel	1	1	0	0	2	0	0	5	1	39	0	0	1	0	1	1	0	8	1	1	0	0	0	3	0	0	0	0	0	0	4	2	0	0	0	0	0	1	2	1	0	1	2	1	2
hsa-miR-1245a-5p:Novel	0	1	0	1	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	1	0	0	0	0	0	0	4	0	0	0	0	2	1
hsa-miR-1245b-3p:mirBase	0	0	0	0	4	0	0	1	0	81	0	0	1	0	0	1	0	0	1	1	0	0	0	0	0	0	0	1	0	0	1	2	1	0	1	0	0	0	1	0	0	1	2	2	0
hsa-miR-1245b-5p:mirBase	0	2	0	1	0	1	0	2	0	0	0	0	0	2	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	1	1	1	0	0	0	3	0	0	9	0	0	1	0	2	2
hsa-miR-1246-3p:Novel	1731	4544	1284	3673	3872	2148	1102	102	56	261	2586	8696	7404	1297	639	924	124	391	5751	209	2788	1215	1632	814	127	208	540	3298	669	112	4525	5890	460	297	3835	282	5538	239	839	161	1110	708	178	1238	3810
hsa-miR-1246-5p:Novel	0	0	1	1	1	0	1	9	1	4	0	2	3	1	4	1	2	4	0	1	1	4	4	4	0	12	0	9	0	2	3	8	0	0	8	1	2	0	3	3	0	3	2	8	28
hsa-miR-1247-3p:mirBase	11	21	9	26	111	7	23	57	6	83	13	2	40	28	36	15	21	11	5	0	17	4	5	47	8	23	3	9	4	6	10	20	13	0	71	14	9	0	50	10	12	8	5	21	27
hsa-miR-1247-5p:mirBase	2	1	0	0	3	1	0	16	0	13	0	2	1	2	5	1	2	5	0	1	0	1	0	0	0	3	2	0	0	1	1	4	4	0	7	1	2	1	4	3	0	3	3	1	8
hsa-miR-1248-3p:Novel	3	4	0	2	8	0	1	13	1	7	1	3	1	0	8	1	0	16	6	0	1	0	2	8	0	1	1	11	3	2	5	3	2	0	3	3	1	1	5	0	1	4	0	5	9
hsa-miR-1248-5p:Novel	1	3	1	1	3	3	1	7	0	6	1	1	2	4	1	1	0	1	0	0	8	1	3	3	1	0	2	1	0	6	3	2	1	1	6	5	2	0	1	2	3	7	3	0	6
hsa-miR-1249-3p:mirBase	2	0	0	1	4	0	0	8	2	5	0	7	0	0	0	2	1	4	0	2	1	0	0	0	0	0	3	19	3	1	26	2	1	0	24	3	4	4	1	1	0	1	1	2	2
hsa-miR-1249-5p:mirBase	6	11	7	12	25	1	5	17	0	26	6	4	9	10	57	9	1	4	18	3	6	3	3	17	1	3	49	12	3	1	8	21	15	9	15	2	12	4	15	16	7	34	5	16	19
hsa-miR-1250-3p:mirBase	0	1	0	0	0	0	0	2	0	0	0	1	0	0	4	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	1	1	1	0	0	0	0	0	1	0	8
hsa-miR-1250-5p:mirBase	6	6	4	7	496	6	13	813	38	525	7	9	23	21	19	35	81	92	4	2	2	1	1	18	4	34	14	7	52	8	27	29	59	5	14	8	9	6	127	77	12	19	71	5	23
hsa-miR-1251-3p:mirBase	4	2	0	2	10	2	5	47	2	36	2	5	1	8	1	34	8	17	3	0	0	1	3	4	1	13	0	2	0	8	9	5	35	1	23	4	0	0	9	2	3	0	2	2	8
hsa-miR-1251-5p:mirBase	1	1	0	0	1	2	0	2	0	2	0	3	0	1	1	1	1	0	0	1	0	0	0	0	0	0	1	2	0	0	1	10	2	0	2	14	0	0	0	0	0	0	0	0	1
hsa-miR-1252-3p:mirBase	0	5	0	3	32	2	2	22	0	24	2	1	5	3	11	4	0	1	3	1	4	3	0	4	0	0	1	4	2	5	4	11	4	3	6	10	0	1	7	1	1	4	0	3	7
hsa-miR-1252-5p:mirBase	3	0	0	2	11	1	0	28	1	18	2	21	4	2	10	19	1	15	0	1	3	1	0	4	0	1	1	8	0	2	8	17	2	0	2	1	1	0	6	1	2	3	2	7	17
hsa-miR-1253-3p:Novel	10	15	10	8	24	5	7	48	5	229	14	2	20	5	10	12	3	225	8	4	2	5	6	12	2	5	9	16	6	6	22	58	2	1	23	14	9	1	56	4	4	80	5	27	41
hsa-miR-1253-5p:Novel	4	18	11	5	138	6	15	173	17	764	15	11	24	15	4	13	0	540	2	4	17	0	13	12	0	16	31	7	9	3	10	101	11	2	24	14	4	3	16	3	8	122	7	11	37
