ID	Average_no	Average_low	Average_high	Median_no	Median_low	Median_high	log2FoldChange	pvalue	padj	test	treshold	samples	biospecimen
hsa-miR-4747-3p	2.97666385214922	2.22727232735986	1.51792550258705	0.557911926823303	0.422547012433348	0.407761581602988	-0.0689378001784638	0.827670814843903	NA	low_vs_no	NA	both	stool
hsa-miR-4747-5p	2.68050379180675	2.1851637278147	1.17774027589378	1.21322275532537	0.406734980311948	0.453590995849264	0.29390440290039	0.225195910352887	NA	low_vs_no	NA	both	stool
hsa-miR-4748	16.0648524998639	14.086965468665	10.6388321611371	11.86403569305	8.64790147136616	9.57291813225327	-0.0094421763077338	0.951024541618054	0.987288041467615	low_vs_no	FALSE	both	stool
hsa-miR-4748-3p:Novel	22.3700533891718	21.2314379606571	10.2014331631269	9.0558744720195	9.30471411127808	7.10027062652325	-0.155451425166863	0.441464617488196	0.7423937858106	low_vs_no	FALSE	both	stool
hsa-miR-4749-3p	0.182698410853184	0.176316489478835	0.0773262885018775	0	0	0	-0.0357440116393744	0.966927258313463	NA	low_vs_no	NA	both	stool
hsa-miR-4749-5p	8.87912999679708	6.0347829342437	6.75614860101065	4.22994067452374	1.07019802977647	1.69876309792639	-0.120358281338356	0.581698133948883	0.832532654401325	low_vs_no	FALSE	both	stool
hsa-miR-4750-3p	12.1893175902704	6.05744237605501	6.7534596033927	7.27913838280183	0	0.0804347595475661	-0.277057939548783	0.227582090022361	0.560024788611986	low_vs_no	FALSE	both	stool
hsa-miR-4750-5p	21.2577293632829	10.2756354467336	10.3540250232781	8.46121619847385	6.07081661519291	5.8842527061215	-0.671440518089683	0.00121443786399671	0.0555966061786493	low_vs_no	FALSE	both	stool
hsa-miR-4751	7.05550236667742	4.77026527128268	4.02218194946421	2.82779299386616	2.1150829730186	2.05175461550306	-0.426273699095479	0.0722971782430301	0.34602564779878	low_vs_no	FALSE	both	stool
hsa-miR-4751-3p:Novel	20.8237474484923	14.1958188161848	8.42245334515311	16.1932117223698	4.77003713904534	2.94910027635262	0.160463483409308	0.339347603122342	0.66501183515104	low_vs_no	FALSE	both	stool
hsa-miR-4752	1.84775904907184	1.84299269415936	2.18986630339717	1.30624540113267	0.989246309927337	0.939576328984445	-0.0171789436534138	0.937998112094175	NA	low_vs_no	NA	both	stool
