ID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	comparison	treshold	a.drinker.x	a.no_drinker.x	a.drinker.y	a.no_drinker.y
has-miR-548o	0.472531355668545	0.0774823083704707	0.800522918312284	0.096789619132734	0.922893467958773	0.999744130083085	a.drinker_vs_a.no_drinker	FALSE	0.417	1.1	0	0
has-miR-548x	1.67875585033516	0.0262205863476777	0.753193792213841	0.0348125364530797	0.972229224047616	0.999744130083085	a.drinker_vs_a.no_drinker	FALSE	1.683	1.628	0	0
hsa-let-7a-2-3p	0.569890448135439	0.464056677438746	0.648856324810674	0.715191729962947	0.474490578519074	0.999744130083085	a.drinker_vs_a.no_drinker	FALSE	0.596	0.274	0	0
hsa-let-7a-3p	534.428735832435	-0.274290813893704	0.494372255916275	-0.554826470561805	NA	NA	a.drinker_vs_a.no_drinker	NA	303.038	3128.443	15.422	33.166
hsa-let-7a-5p	14.2545033059458	1.07119465496706	0.405496070255062	2.64168936160903	0.00824936782005382	0.652824971577895	a.drinker_vs_a.no_drinker	FALSE	14.649	9.829	5.863	7.32
hsa-let-7b-3p	0.470368105074011	0.254665289213832	1.0164083733048	0.250554103943281	0.802158869677976	0.999744130083085	a.drinker_vs_a.no_drinker	FALSE	0.459	0.595	0	0
hsa-let-7b-5p	319.033725136674	-0.226960373515926	0.521780377378173	-0.43497299506806	NA	NA	a.drinker_vs_a.no_drinker	NA	197.628	1680.057	11.169	17.351
hsa-let-7c-3p	4.06344818730709	0.117855354293368	0.528034277219514	0.223196408600522	0.823382646968395	0.999744130083085	a.drinker_vs_a.no_drinker	FALSE	3.576	9.531	0.298	0.82
hsa-let-7c-5p	23.6780984884947	-0.181690996798596	0.504958863761065	-0.35981346172501	0.718986635525852	0.999744130083085	a.drinker_vs_a.no_drinker	FALSE	13.564	137.064	2.85	4.183
hsa-let-7d-3p	4.91113572196864	0.336001158615528	0.586962429544917	0.572440656680592	0.567023478614996	0.999744130083085	a.drinker_vs_a.no_drinker	FALSE	3.878	16.496	1.14	1.582
hsa-let-7d-5p	61.4386930829004	0.00220496183935439	0.518520985749996	0.00425240617053349	NA	NA	a.drinker_vs_a.no_drinker	NA	34.808	359.981	3.311	6.038
hsa-let-7e-3p	0.077571363360395	-0.609264383265112	2.08246951535485	-0.292568212294476	0.769852213990362	0.999744130083085	a.drinker_vs_a.no_drinker	FALSE	0.06	0.272	0	0
hsa-let-7e-5p	6.95094202924967	-0.319350190355184	0.48113073587944	-0.663749302508093	0.506850778496273	0.999744130083085	a.drinker_vs_a.no_drinker	FALSE	4.681	32.399	2.105	2.652
hsa-let-7f-1-3p	0.123785377612623	0.564400910244353	1.99645285402943	0.282701847481761	0.777405399911503	0.999744130083085	a.drinker_vs_a.no_drinker	FALSE	0.13	0.051	0	0
hsa-let-7f-2-3p	0.533337450852841	-0.706938238644284	0.587032788487328	-1.20425681922458	0.228490330873018	0.999744130083085	a.drinker_vs_a.no_drinker	FALSE	0.45	1.469	0	0.333
hsa-let-7f-5p	1.94152510180154	0.198595951841018	0.505293269696394	0.393031064831607	0.694296537433425	0.999744130083085	a.drinker_vs_a.no_drinker	FALSE	1.928	2.096	0.686	1.006
hsa-let-7g-3p	3.10102160605074	-0.213361555352741	0.492813202292472	-0.432946102823999	0.665053925834562	0.999744130083085	a.drinker_vs_a.no_drinker	FALSE	3.052	3.646	0	0.666
hsa-let-7g-5p	355.953910745183	-0.293614386140193	0.577048870201022	-0.508820658530895	NA	NA	a.drinker_vs_a.no_drinker	NA	213.124	1957.155	6.646	11.731
hsa-let-7i-3p	0.310021668201733	0.402779278775956	0.798808517780796	0.504225067472909	0.614103226950043	0.999744130083085	a.drinker_vs_a.no_drinker	FALSE	0.312	0.293	0	0
hsa-let-7i-5p	388.102227217454	0.0579231816403834	0.555185299534671	0.104331259651385	NA	NA	a.drinker_vs_a.no_drinker	NA	238.011	2085.458	7.495	9.961
hsa-miR-1-2-5p:Novel	8.51897987372947	0.615582898673801	0.442100454712997	1.39240503399488	0.163799780948432	0.999744130083085	a.drinker_vs_a.no_drinker	FALSE	8.567	7.985	3.889	3.804
hsa-miR-1-3p	1.77994078240622	0.0748943510443603	0.415831018175832	0.180107658569836	0.857068050261105	0.999744130083085	a.drinker_vs_a.no_drinker	FALSE	1.76	2.008	1.028	1.369
hsa-miR-1-5p	11.8979326528047	0.288135345615213	0.400344118824937	0.719719191731674	0.471697907394176	0.999744130083085	a.drinker_vs_a.no_drinker	FALSE	12.243	8.028	6.513	5.739
hsa-miR-100-3p	0.232401788571646	-0.223386956158354	0.939033174692513	-0.23789037722922	0.811966119157761	0.999744130083085	a.drinker_vs_a.no_drinker	FALSE	0.227	0.29	0	0
hsa-miR-100-5p	7.91713435628907	-1.15322129178493	0.809725616121986	-1.42421243545195	0.154384986187895	0.999744130083085	a.drinker_vs_a.no_drinker	FALSE	5.165	38.77	0.416	1.582
hsa-miR-101-2-5p	1.15334966874104	1.20319526259749	0.551853234887634	2.18028125329822	0.02923661981078	0.902941138511189	a.drinker_vs_a.no_drinker	FALSE	1.18	0.851	0.349	0
hsa-miR-101-3p	2.95533316450904	0.910765175259332	0.367549695439266	2.477937504943	0.0132144288823367	0.766877356138272	a.drinker_vs_a.no_drinker	FALSE	2.999	2.464	1.938	2.383
hsa-miR-101-5p	15.5263877770501	-0.263649327629493	0.554398354692932	-0.475559361599336	0.634388333032153	0.999744130083085	a.drinker_vs_a.no_drinker	FALSE	14.18	30.62	1.261	2.075
hsa-miR-10226	2.54379708201568	0.516356088661863	0.467932070262845	1.10348514555076	0.269816538844133	0.999744130083085	a.drinker_vs_a.no_drinker	FALSE	2.548	2.493	1.358	1.64
hsa-miR-10226-3p:Novel	10.3985557476518	0.0495290739728554	0.407472722837686	0.121551876228498	0.903253927981114	0.999744130083085	a.drinker_vs_a.no_drinker	FALSE	10.3	11.506	5.498	9.961
hsa-miR-10392-3p	1.26715670124506	-0.280003271941418	0.587509393625544	-0.476593693614848	0.63365147497034	0.999744130083085	a.drinker_vs_a.no_drinker	FALSE	1.289	1.018	0.39	0
hsa-miR-10392-5p	131.460449085105	-0.230198909458817	0.294106002734598	-0.782707280090945	0.433799026149595	0.999744130083085	a.drinker_vs_a.no_drinker	FALSE	118.718	274.311	76.465	93.869
hsa-miR-10393-3p	0.285659248288026	-0.292057322070359	1.15727276212379	-0.252366884998126	0.800757493848467	0.999744130083085	a.drinker_vs_a.no_drinker	FALSE	0.3	0.126	0	0
hsa-miR-10393-5p	0.124257840991661	-0.35194364894489	2.74175822322103	-0.128364217517118	0.897860747132326	0.999744130083085	a.drinker_vs_a.no_drinker	FALSE	0.133	0.026	0	0
hsa-miR-10394-3p	2.35991817264254	0.3026398347896	0.565560634058717	0.535114745553842	0.592570514100115	0.999744130083085	a.drinker_vs_a.no_drinker	FALSE	2.37	2.242	0.797	0.587
hsa-miR-10394-5p	0.730480195741912	-0.172509354095473	0.802790635160644	-0.214887103237013	0.8298553401457	0.999744130083085	a.drinker_vs_a.no_drinker	FALSE	0.749	0.524	0	0
hsa-miR-10395-3p	1.18573342961718	-0.44044130691955	0.71025469065663	-0.620117420854149	0.535180483628363	0.999744130083085	a.drinker_vs_a.no_drinker	FALSE	0.835	5.121	0	0
hsa-miR-10395-5p	2.55746776102148	-0.365336078417554	0.398757160562651	-0.916186879006914	0.359568886187482	0.999744130083085	a.drinker_vs_a.no_drinker	FALSE	2.546	2.682	1.374	2.091
hsa-miR-10396a-3p	1.12711301477704	0.493762789858856	0.473025216778689	1.04384031198461	0.296559277305043	0.999744130083085	a.drinker_vs_a.no_drinker	FALSE	1.135	1.035	0.538	0.734
hsa-miR-10396a-5p	4.54839912989567	0.200299346467823	0.441561909009914	0.453615546044134	0.650105562225104	0.999744130083085	a.drinker_vs_a.no_drinker	FALSE	4.474	5.386	2.175	3.164
hsa-miR-10396b-3p	1.2260421629967	-0.261209603526613	0.457154661060933	-0.571381254038657	0.56774123343066	0.999744130083085	a.drinker_vs_a.no_drinker	FALSE	1.138	2.218	0.656	0.684
hsa-miR-10396b-5p	3.51602034781647	0.253389243744301	0.527189747874861	0.48064144791459	0.63077135207573	0.999744130083085	a.drinker_vs_a.no_drinker	FALSE	3.46	4.145	1.263	1.582
hsa-miR-10397-3p	21.4637336847952	-0.527408382456577	0.333517859763214	-1.58134974490127	0.113798091392096	0.999744130083085	a.drinker_vs_a.no_drinker	FALSE	17.535	65.507	12.695	12.637
hsa-miR-10397-5p	2.68692405088012	-0.215813712185659	0.575871853240636	-0.374759959131877	0.707838995526982	0.999744130083085	a.drinker_vs_a.no_drinker	FALSE	2.621	3.426	0.873	1.64
hsa-miR-10398-3p	1.44255174109911	0.551266975197479	0.436176831617625	1.26386120315704	0.206279849101727	0.999744130083085	a.drinker_vs_a.no_drinker	FALSE	1.38	2.145	0.687	1.046
hsa-miR-10398-5p	0.561827118164866	0.472306676553604	0.624465518002836	0.75633748051315	0.449446881727713	0.999744130083085	a.drinker_vs_a.no_drinker	FALSE	0.571	0.462	0	0
hsa-miR-10399-3p	0.345014597285822	0.621472674506706	0.876685308127519	0.708889117617457	0.47839328879489	0.999744130083085	a.drinker_vs_a.no_drinker	FALSE	0.293	0.927	0	0
hsa-miR-10399-5p	0.74492370491513	-0.880962439684945	0.817584389063798	-1.07751866531322	0.281248616617041	0.999744130083085	a.drinker_vs_a.no_drinker	FALSE	0.693	1.328	0	0
hsa-miR-103a-1-5p	0.672035654284056	0.672666592688057	0.892791067215954	0.753442342098779	0.4511841467137	0.999744130083085	a.drinker_vs_a.no_drinker	FALSE	0.708	0.264	0	0
hsa-miR-103a-2-5p	0.285578134900343	0.443378960834435	0.884602837203562	0.50121810849721	0.616217631273966	0.999744130083085	a.drinker_vs_a.no_drinker	FALSE	0.302	0.097	0	0
hsa-miR-103a-3p	1.77156210200267	0.108777945741891	0.442868738206901	0.245621188305848	0.805975485716414	0.999744130083085	a.drinker_vs_a.no_drinker	FALSE	1.804	1.409	1.02	1.046
hsa-miR-103b-3p:Novel	16.6922104925114	-0.441743190053622	0.621542702118935	-0.710720580496965	NA	NA	a.drinker_vs_a.no_drinker	NA	10.85	82.186	0.687	1.321
hsa-miR-103b-5p	0.229978974898247	0.421051218725834	1.24590821616105	0.337947220561074	0.735402961929823	0.999744130083085	a.drinker_vs_a.no_drinker	FALSE	0.242	0.097	0	0
hsa-miR-10400-3p	3.95250326976431	-0.250213404852109	0.519444402373895	-0.481694294343374	0.630023129861544	0.999744130083085	a.drinker_vs_a.no_drinker	FALSE	3.808	5.578	1.078	2.383
hsa-miR-10400-5p	88.8109128936293	0.0906411722960247	0.422859035761323	0.214353164129111	0.830271662369738	0.999744130083085	a.drinker_vs_a.no_drinker	FALSE	85.116	130.235	31.824	61.694
hsa-miR-10401-3p	0.995231420505847	-0.148702561993115	0.59966785648375	-0.247974875400287	0.804153846304738	0.999744130083085	a.drinker_vs_a.no_drinker	FALSE	0.92	1.843	0	0.663
hsa-miR-10401-5p	78.9371959297641	-0.266974791134916	0.409652280746447	-0.651710740261102	0.514587792678665	0.999744130083085	a.drinker_vs_a.no_drinker	FALSE	79.033	77.86	35.59	47.159
hsa-miR-105-3p	7.82155258666681	-0.458689779388553	0.49820131384159	-0.920691629356881	0.357211447667848	0.999744130083085	a.drinker_vs_a.no_drinker	FALSE	7.988	5.956	2.744	3.317
hsa-miR-105-5p	3.5385137060362	-1.06176448550324	0.466522294823503	-2.27591370720007	0.0228511749237945	0.850542063447319	a.drinker_vs_a.no_drinker	FALSE	3.02	9.35	1.656	2.091
hsa-miR-10522-3p:Novel	8.06674670089813	-0.565214477548547	0.42362754999181	-1.33422502280476	0.182130121182741	0.999744130083085	a.drinker_vs_a.no_drinker	FALSE	7.926	9.649	3.93	6.633
hsa-miR-10522-5p	0.753140802024676	-0.903118760365416	0.571508097054739	-1.58023790917334	0.114052393230068	0.999744130083085	a.drinker_vs_a.no_drinker	FALSE	0.488	3.73	0	0.147
hsa-miR-10523-3p:Novel	14.1122304382791	-0.205689197502818	0.375637986208338	-0.547572942712824	0.58398517228123	0.999744130083085	a.drinker_vs_a.no_drinker	FALSE	14.063	14.663	8.963	8.084
hsa-miR-10523-5p	2.03916687663587	-0.0189103072787712	0.591703736461277	-0.0319590803868596	0.974504683335464	0.999744130083085	a.drinker_vs_a.no_drinker	FALSE	2.065	1.745	0.658	0.663
hsa-miR-10524-3p:Novel	3.81522255274007	-0.758815921127903	0.74144930420158	-1.02342252778162	0.30610811247017	0.999744130083085	a.drinker_vs_a.no_drinker	FALSE	3.88	3.084	0.421	1.006
hsa-miR-10524-5p	2.83975528491753	-0.217205687764223	0.985759328498714	-0.220343527557606	NA	NA	a.drinker_vs_a.no_drinker	NA	2.921	1.932	0	0
hsa-miR-10525-3p	0.532408041522085	0.152907870869958	0.602994246220308	0.253580978306867	0.79981929350305	0.999744130083085	a.drinker_vs_a.no_drinker	FALSE	0.544	0.407	0	0
hsa-miR-10525-5p:Novel	0.398272886174709	-0.116544451446986	0.65781511269114	-0.177169008735903	0.859375637994401	0.999744130083085	a.drinker_vs_a.no_drinker	FALSE	0.396	0.428	0	0
hsa-miR-10526-3p	3.8990154843537	-0.568691062965435	0.370109379491298	-1.53654863799204	0.12440387847619	0.999744130083085	a.drinker_vs_a.no_drinker	FALSE	3.608	7.162	2.319	4.996
hsa-miR-10526-5p:Novel	3.64297735188274	-0.575263830389595	0.38050128931126	-1.51185776907845	0.130570049402595	0.999744130083085	a.drinker_vs_a.no_drinker	FALSE	3.372	6.679	2.022	4.496
hsa-miR-10527-3p:Novel	9.79156092352648	0.532752597428314	0.40673525383531	1.30982645936078	0.190254549937955	0.999744130083085	a.drinker_vs_a.no_drinker	FALSE	9.877	8.828	4.78	6.319
hsa-miR-10527-5p	8.9980255524534	0.507255521293005	0.443114845845179	1.14474955206136	0.252312918418658	0.999744130083085	a.drinker_vs_a.no_drinker	FALSE	9.06	8.305	4.065	6.052
hsa-miR-106a-3p	0.38482244901528	0.486623929396191	1.17614730849397	0.413744031790797	0.679061576466351	0.999744130083085	a.drinker_vs_a.no_drinker	FALSE	0.396	0.254	0	0
hsa-miR-106a-5p	1.24906759377453	-0.519757972272048	0.722815855903089	-0.71907383883086	0.472095425414058	0.999744130083085	a.drinker_vs_a.no_drinker	FALSE	1.25	1.24	0	0
hsa-miR-106b-3p	6.19226476606291	-0.87644509106102	0.717725323787372	-1.22114277149383	NA	NA	a.drinker_vs_a.no_drinker	NA	4.507	25.088	0	0.912
hsa-miR-106b-5p	25.3761407761108	-0.465237110415375	0.506841577245844	-0.917914258225329	0.358663756358272	0.999744130083085	a.drinker_vs_a.no_drinker	FALSE	22.078	62.354	3.413	15.92
hsa-miR-107	14.1683702779344	0.752770158481101	0.490198914793498	1.53564223780098	0.12462614895588	0.999744130083085	a.drinker_vs_a.no_drinker	FALSE	8.02	83.094	3.392	2.281
hsa-miR-107-5p:Novel	1.99195984017287	-1.99922882710465	0.666679931244517	-2.99878357425971	0.00271059778682388	0.363011595912336	a.drinker_vs_a.no_drinker	FALSE	1.449	8.08	0	0.587
hsa-miR-10a-3p	1.96936399206465	-0.691560336339352	0.529985882542962	-1.30486558060967	0.19193862326654	0.999744130083085	a.drinker_vs_a.no_drinker	FALSE	1.449	7.801	0.465	1.327
hsa-miR-10a-5p	60.1605306976451	0.265026703479685	0.528314071082334	0.501646119204692	0.615916471850082	0.999744130083085	a.drinker_vs_a.no_drinker	FALSE	31.717	379.03	4.652	6.226
hsa-miR-10b-3p	2.36789532640756	0.153634421199519	0.469621637607437	0.327145107670579	0.743558136158537	0.999744130083085	a.drinker_vs_a.no_drinker	FALSE	2.363	2.424	0.751	1.14
hsa-miR-10b-5p	38.0531064740927	0.302259429247272	0.567367695861771	0.532739934705257	0.594213617989709	0.999744130083085	a.drinker_vs_a.no_drinker	FALSE	30.801	119.353	3.774	3.522
hsa-miR-11181-3p	1.38084224022243	-0.00928364812918298	0.478800828376327	-0.0193893735745299	0.984530487475536	0.999744130083085	a.drinker_vs_a.no_drinker	FALSE	1.377	1.425	0.578	1.332
hsa-miR-11181-5p	0.165885103933782	0.809328725531995	1.51007129384544	0.535953983650014	0.591990353738736	0.999744130083085	a.drinker_vs_a.no_drinker	FALSE	0.181	0	0	0
hsa-miR-11399	4.39198858983724	0.132495401069075	0.441823311088828	0.299883228756204	0.764266227441197	0.999744130083085	a.drinker_vs_a.no_drinker	FALSE	4.362	4.728	2.215	2.49
hsa-miR-11399-3p:Novel	183.372559290983	0.451144560889319	0.337039894342353	1.33854943721013	0.180717396019278	0.999744130083085	a.drinker_vs_a.no_drinker	FALSE	188.393	127.094	124.662	99.064
hsa-miR-11400	2.30335506155615	0.547505215467124	0.546411500742321	1.00200163196294	0.316342804652772	0.999744130083085	a.drinker_vs_a.no_drinker	FALSE	2.378	1.47	0.787	0.456
hsa-miR-11400-3p:Novel	5.1560871071855	-0.845247273208258	0.461373939664778	-1.83202214200133	0.0669481218305192	0.999744130083085	a.drinker_vs_a.no_drinker	FALSE	4.764	9.547	2.081	7.3
hsa-miR-11401	1.59965130683883	-0.199709678682584	0.481326060009957	-0.414915574441269	0.678203708097797	0.999744130083085	a.drinker_vs_a.no_drinker	FALSE	1.533	2.343	0.619	1.027
hsa-miR-11401-3p:Novel	4.37438042620721	-0.226004596832428	0.373597970635705	-0.604940643676044	0.545218436392754	0.999744130083085	a.drinker_vs_a.no_drinker	FALSE	4.192	6.42	1.997	2.607
hsa-miR-1178-3p	0.224598243415569	0.0762526395701932	0.902913481207049	0.0844517677023227	0.932697249579405	0.999744130083085	a.drinker_vs_a.no_drinker	FALSE	0.223	0.247	0	0
hsa-miR-1178-5p	0.932515360686443	0.0715385280203148	0.672443328394633	0.106385958488284	0.915276133354108	0.999744130083085	a.drinker_vs_a.no_drinker	FALSE	0.895	1.356	0	0
hsa-miR-1179	1.31292000185409	-0.203220737536905	0.54484815439916	-0.372986007011459	0.709158858502431	0.999744130083085	a.drinker_vs_a.no_drinker	FALSE	1.305	1.401	0.399	1.006
hsa-miR-1179-3p:Novel	5.88729608492182	0.223426007949076	0.331904126349095	0.673164297192491	0.500842772243701	0.999744130083085	a.drinker_vs_a.no_drinker	FALSE	5.851	6.29	3.959	3.91
hsa-miR-1180-3p	3.79193359229487	-0.194054450565989	0.509256968785898	-0.381054089507361	0.703163113164421	0.999744130083085	a.drinker_vs_a.no_drinker	FALSE	3.457	7.543	1.224	1.64
hsa-miR-1180-5p	1.18520219008392	0.515899842153213	0.6985867275184	0.738490758314077	0.460216281067108	0.999744130083085	a.drinker_vs_a.no_drinker	FALSE	1.252	0.442	0	0
hsa-miR-1181	8.10648819136617	-0.289313734875634	0.482259476817325	-0.599913011113772	0.548564210687159	0.999744130083085	a.drinker_vs_a.no_drinker	FALSE	8.379	5.048	3.789	3.155
hsa-miR-1181-3p:Novel	102.524872326451	-0.076258282288197	0.345096200984428	-0.220976881433818	0.825110433967706	0.999744130083085	a.drinker_vs_a.no_drinker	FALSE	101.502	113.988	56.683	63.187
hsa-miR-1182	7.30464948420494	0.123790320332461	0.272193003030829	0.454788767360197	0.649261212049663	0.999744130083085	a.drinker_vs_a.no_drinker	FALSE	6.996	10.761	5.046	7.297
hsa-miR-1182-5p:Novel	7.49690374748476	-0.230188652430456	0.436870228468179	-0.526903957812778	0.598260285277327	0.999744130083085	a.drinker_vs_a.no_drinker	FALSE	7.484	7.64	3.189	4.026
hsa-miR-1183	3.59307132714674	-0.310630501445907	0.409571606210816	-0.758427822474632	0.44819490710902	0.999744130083085	a.drinker_vs_a.no_drinker	FALSE	3.609	3.419	2.048	1.797
hsa-miR-1183-5p:Novel	6.47592007316376	0.035789071602543	0.309247485967674	0.115729547454701	0.907866888104648	0.999744130083085	a.drinker_vs_a.no_drinker	FALSE	6.348	7.911	4.681	4.866
hsa-miR-1184	26.0329223750068	0.307022263473074	0.317492731884313	0.967021391799752	0.333533339891995	0.999744130083085	a.drinker_vs_a.no_drinker	FALSE	25.599	30.901	12.604	12.795
hsa-miR-1184-5p:Novel	4.81303326781411	-0.521158904531025	0.418537864217011	-1.24518938210285	0.213062144641365	0.999744130083085	a.drinker_vs_a.no_drinker	FALSE	4.516	8.148	1.914	3.955
hsa-miR-1185-3p	0.678933209111694	0.144483505960206	0.641273256717211	0.225307237510328	0.821740269694389	0.999744130083085	a.drinker_vs_a.no_drinker	FALSE	0.694	0.507	0	0
hsa-miR-1185-5p	0.765595172627019	0.232054993887662	0.606506819544826	0.382609043146153	0.702009664123714	0.999744130083085	a.drinker_vs_a.no_drinker	FALSE	0.788	0.518	0	0
hsa-miR-1193	3.56653496161314	0.0170511721374852	0.328739260630351	0.0518683777069704	0.95863357127923	0.999744130083085	a.drinker_vs_a.no_drinker	FALSE	3.44	4.982	2.098	2.013
hsa-miR-1193-3p:Novel	16.7696017756563	-0.407810616385543	0.456145512972311	-0.894036233587367	0.371302504967472	0.999744130083085	a.drinker_vs_a.no_drinker	FALSE	15.616	29.706	7.571	7.631
hsa-miR-1197	3.40982145378022	-0.221906132771639	0.416381992830217	-0.532938831632239	0.594075923625381	0.999744130083085	a.drinker_vs_a.no_drinker	FALSE	3.168	6.123	1.289	1.369
hsa-miR-1197-5p:Novel	2.7890950053583	-0.376382380264528	0.562662763164863	-0.668930671984502	0.503539703413307	0.999744130083085	a.drinker_vs_a.no_drinker	FALSE	2.506	5.968	0.786	1.046
hsa-miR-1199-3p	3.63632361462991	-0.450238818539104	0.393571790582818	-1.14398142679985	0.252631339699653	0.999744130083085	a.drinker_vs_a.no_drinker	FALSE	3.432	5.932	2.156	2.642
hsa-miR-1199-5p	3.44388500316003	-0.982358014150733	0.455530625705301	-2.15651365400458	0.0310435787675576	0.931842597143411	a.drinker_vs_a.no_drinker	FALSE	3.343	4.574	1.572	1.99
hsa-miR-1200	4.61392933814299	-1.21246575041959	0.486083524019224	-2.49435681422446	0.0126185625838904	0.766877356138272	a.drinker_vs_a.no_drinker	FALSE	4.637	4.361	1.892	3.019
hsa-miR-1200-3p:Novel	5.87273289502212	0.486311197263156	0.427463606474434	1.13766690286005	0.255259598642451	0.999744130083085	a.drinker_vs_a.no_drinker	FALSE	5.851	6.114	3.562	2.433
hsa-miR-1202	30.5331376150136	0.133372540343117	0.387600051497013	0.344098355580701	0.730772319537964	0.999744130083085	a.drinker_vs_a.no_drinker	FALSE	31.035	24.91	19.053	13.261
hsa-miR-1202-3p:Novel	40.7198207154566	0.426343109581617	0.456437376955427	0.934067039876209	0.350269312597786	0.999744130083085	a.drinker_vs_a.no_drinker	FALSE	42.808	17.305	12.468	14.074
hsa-miR-1203	172.699578442148	0.12407168356154	0.414698030973187	0.299185610479936	0.764798427923964	0.999744130083085	a.drinker_vs_a.no_drinker	FALSE	162.738	284.372	62.678	41.262
hsa-miR-1203-3p:Novel	1.93819349237571	0.903390741534362	0.509044089649899	1.77468073965004	0.0759506172848115	0.999744130083085	a.drinker_vs_a.no_drinker	FALSE	2.017	1.06	0.777	0.44
hsa-miR-1204	16.4546838269697	1.41222068603654	0.588867560463931	2.39819745703762	0.0164759808956362	0.818035951165172	a.drinker_vs_a.no_drinker	FALSE	16.764	12.984	3.826	2.46
hsa-miR-1204-3p:Novel	1.50868769875052	0.0655789915995147	0.487511807473297	0.134517750327733	0.892993175919718	0.999744130083085	a.drinker_vs_a.no_drinker	FALSE	1.478	1.854	0.597	1.327
hsa-miR-1205	0.882830958639656	-0.668637046397114	0.584126693174853	-1.14467812241712	0.252342517304832	0.999744130083085	a.drinker_vs_a.no_drinker	FALSE	0.796	1.857	0	0
hsa-miR-1205-3p:Novel	1.68878103784289	0.419681114484966	0.450590929948987	0.931401603073724	0.351645861951151	0.999744130083085	a.drinker_vs_a.no_drinker	FALSE	1.727	1.259	0.93	1.303
hsa-miR-1206	0.114523125028996	0.33974034697774	2.23728994876108	0.151853516870209	0.879302471174778	0.999744130083085	a.drinker_vs_a.no_drinker	FALSE	0.122	0.032	0	0
hsa-miR-1206-3p:Novel	1.13266560814797	0.0485708980037884	0.516364133059994	0.0940632683295707	0.925058898595864	0.999744130083085	a.drinker_vs_a.no_drinker	FALSE	1.17	0.718	0.471	0
hsa-miR-1207-3p	0.194820380318431	-0.479007166919226	1.01844119804022	-0.470333650917675	0.638116659144065	0.999744130083085	a.drinker_vs_a.no_drinker	FALSE	0.182	0.338	0	0
hsa-miR-1207-5p	4.28651616977986	-0.0439271267533995	0.3235967353078	-0.135746507799644	0.892021680074844	0.999744130083085	a.drinker_vs_a.no_drinker	FALSE	4.237	4.846	2.797	3.816
hsa-miR-1208	2.95263873887162	0.0220087556045533	0.460505201024559	0.0477926319954409	0.961881508663781	0.999744130083085	a.drinker_vs_a.no_drinker	FALSE	2.946	3.03	1.509	1.908
hsa-miR-1208-3p:Novel	8.47212290866392	-0.00243083704652059	0.345685554465205	-0.00703193123091659	0.994389376877331	0.999744130083085	a.drinker_vs_a.no_drinker	FALSE	8.43	8.941	5.393	6.288
hsa-miR-12113	0.719477369097574	-0.265191377634207	0.485576244523657	-0.546137461675779	0.584971450585436	0.999744130083085	a.drinker_vs_a.no_drinker	FALSE	0.639	1.625	0	0.82
hsa-miR-12113-3p:Novel	1.84957392306331	-0.0418364654708154	0.40937914255477	-0.102194912055683	0.918601966204306	0.999744130083085	a.drinker_vs_a.no_drinker	FALSE	1.682	3.724	0.674	1.577
hsa-miR-12114	1.60499771737301	0.229497301417172	0.540636441078465	0.424494695472931	0.671205073064483	0.999744130083085	a.drinker_vs_a.no_drinker	FALSE	1.644	1.164	0.526	0.684
hsa-miR-12114-3p:Novel	15.6517746874132	0.514926825389453	0.438810186710468	1.17346142132568	0.240610818783808	0.999744130083085	a.drinker_vs_a.no_drinker	FALSE	15.323	19.339	1.588	5.839
hsa-miR-12115	2.16586878114279	0.0895669223791617	0.502111719064603	0.178380465897148	0.858424189229086	0.999744130083085	a.drinker_vs_a.no_drinker	FALSE	2.032	3.667	1.09	1.327
hsa-miR-12115-3p:Novel	6.83174528964918	-0.440495007781153	0.355105253512468	-1.24046322442168	0.214804108423082	0.999744130083085	a.drinker_vs_a.no_drinker	FALSE	6.485	10.723	2.217	3.98
hsa-miR-12116	3.12194815440159	0.0580555365747479	0.416730172765973	0.13931205458298	0.889203564590535	0.999744130083085	a.drinker_vs_a.no_drinker	FALSE	3.212	2.116	1.918	2.373
hsa-miR-12116-3p:Novel	2.26779252765484	0.372364374619828	0.404523342347086	0.920501577138493	0.357310709235377	0.999744130083085	a.drinker_vs_a.no_drinker	FALSE	2.306	1.839	1.663	1.64
hsa-miR-12117	2.52755597671571	-1.01167787130562	0.494971434057678	-2.04391163144929	0.0409622778623343	0.999744130083085	a.drinker_vs_a.no_drinker	FALSE	2.163	6.617	0.886	0.82
hsa-miR-12117-3p:Novel	20.6960407091414	0.643829051681015	0.457062760714944	1.40862285668149	0.158946716592467	0.999744130083085	a.drinker_vs_a.no_drinker	FALSE	20.98	17.512	7.249	7.821
hsa-miR-12118	20.7067527826476	0.5427601635811	0.653148174602436	0.830990860399284	0.405978792516938	0.999744130083085	a.drinker_vs_a.no_drinker	FALSE	21.657	10.059	3.111	2.607
hsa-miR-12118-3p:Novel	63.3521739521201	0.275876339102945	0.263888215955056	1.04542879303838	0.295824834950966	0.999744130083085	a.drinker_vs_a.no_drinker	FALSE	64.405	51.549	51.803	47.005
hsa-miR-12119	11.9011519651917	0.0158131714831956	0.412104235452245	0.0383717761741568	0.969391263753533	0.999744130083085	a.drinker_vs_a.no_drinker	FALSE	11.555	15.783	5.836	6.309
hsa-miR-12119-3p:Novel	10.4524320565628	0.05314616843396	0.326398757782787	0.162825890622194	0.870655522532046	0.999744130083085	a.drinker_vs_a.no_drinker	FALSE	9.969	15.877	2.031	2.281
