miRNA baseMean log2FoldChange lfcSE stat pvalue padj comparison
hsa-miR-7158-3p 60.1597280436245 2.22167899325006 0.65972665462826 3.36757500650314 0.000758323953439508 0.0315076205776885 LD_NC
hsa-miR-607-5p:Novel 23.4525139821963 -0.785742412609154 0.255542705413845 -3.07479883386483 0.00210644579193152 0.0332457330132278 HD_NC
hsa-miR-4260-3p:Novel 17.8000578994916 -1.13463195406102 0.370164883407768 -3.06520689811389 0.0021751946512202 0.0336860879682291 HD_NC
hsa-miR-4632-5p 95.8357267411609 -0.961866614199639 0.291199432486815 -3.30311981031485 0.00095615526424329 0.03531019590683 LD_NC
hsa-miR-22-3p 42.7239627643641 -1.08761384650415 0.361973489576876 -3.00467818175166 0.00265861984982659 0.0378510722949538 HD_NC
hsa-miR-425-3p 37.6533883446919 -0.836020727115554 0.278214829688177 -3.0049466739518 0.00265627415497032 0.0378510722949538 HD_NC
hsa-miR-7515-5p:Novel 15.4215458700425 -0.571710850029005 0.190253737185236 -3.00499143137658 0.00265588331360164 0.0378510722949538 HD_NC
hsa-miR-3668 114.650121270256 -1.44458370214984 0.483950859628716 -2.98498013467342 0.00283596740772989 0.0401689332315383 HD_NC
hsa-miR-4296-3p:Novel 17.2363116130027 -1.1169616435503 0.346268560544344 -3.22570909063881 0.00125661010804289 0.0420231747248732 LD_NC
hsa-miR-646 103.705776855644 1.08590647901306 0.338095537133224 3.21183322388891 0.00131890916344299 0.0420231747248732 LD_NC
hsa-miR-6768-5p 29.342274561862 -0.769329954034264 0.242856994342535 -3.16783115972015 0.00153580685384468 0.0430027927559122 LD_NC
hsa-miR-765-5p:Novel 18.1350383183074 -0.645853422788886 0.203238144775791 -3.17781597298765 0.00148388902971649 0.0430027927559122 LD_NC
hsa-miR-92a-1-5p 42.9626491096951 -1.14555167918256 0.358567190350672 -3.19480340089742 0.00139926123150726 0.0430027927559122 LD_NC
hsa-miR-6131-5p:Novel 104.914643858443 -0.883817262636671 0.30083333138038 -2.93789673697811 0.00330447068520031 0.0444500114946045 HD_NC
hsa-miR-7848-5p:Novel 15.0192345651706 -0.770466713098053 0.262341241316233 -2.9368875028281 0.00331524343515153 0.0444500114946045 HD_NC
hsa-miR-375-3p 113.772651655228 -1.04721369820029 0.357550311011164 -2.92885690754605 0.0034021100104611 0.0453943374342684 HD_NC
hsa-miR-12136 89.2131758751429 -0.631365443557577 0.21667043224129 -2.9139437117773 0.00356894250869458 0.0464972604198794 HD_NC
hsa-miR-378a-3p 141.402018220342 -1.03083887389188 0.355010614444054 -2.90368465603818 0.00368799416313886 0.04759925176911 HD_NC
hsa-miR-8080 53.9167935381361 -0.649335238265408 0.225173886202757 -2.88370578496263 0.00393025762194226 0.0491193282887082 HD_NC
