ID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	comparison	treshold	Average_16	Average16_	Averageformer	Averagenever	Median_16	Median16_	Medianformer	Mediannever
has-miR-548o	0.33500521171989	1.31674419808325	1.87700777501898	0.701512383490223	0.482983309196104	NA	former_vs_16_	NA	0.980394838766115	0	0.383400869700912	0.190568879973626	0.51020893013634	0	0	0
has-miR-548x	1.34253497827163	0.417794083635357	1.34236637765362	0.311236999518445	0.755620457298425	NA	former_vs_16_	NA	0.972745409499019	0.671399180962255	1.45852765376221	1.81938214116606	0	0	0	0
hsa-let-7a-2-3p	0.651958530811686	0.253683549529619	1.12052016769078	0.226398021958339	0.820891866244879	NA	former_vs_16_	NA	0.590004097261239	0.401046896596971	0.574889315007422	0.87461211398531	0.737461363429067	0	0	0
hsa-let-7a-3p	107.079579117193	-1.02739118661874	0.673618223228925	-1.52518318416927	0.127213413640883	0.413907200067712	former_vs_16_	FALSE	15.3464819432989	30.0779745154653	37.7224540463467	309.598678609749	16.6680901849413	36.2470521814963	11.6057045343519	17.3580892990923
hsa-let-7a-5p	8.88540308861354	-0.869512724442153	0.619671950206054	-1.40318231953701	0.160562478482423	0.460636827728494	former_vs_16_	FALSE	20.7706688979957	8.01346596908323	6.72924776490599	9.54129599493411	7.14167358485448	4.83294029086618	3.26349427535184	3.91042512271001
hsa-let-7b-3p	0.306565999064634	0.332554962587087	2.24751700523674	0.147965493392143	0.882370000712972	NA	former_vs_16_	NA	0.394296108455443	0.151532813041392	0.351632766882405	0.255071613928847	0	0	0	0
hsa-let-7b-5p	59.8544926669154	0.0173128685255323	0.729787343141344	0.0237231690686901	0.981073424960679	0.987265953341855	former_vs_16_	FALSE	15.4277632836882	16.9183353520022	33.6798902491937	153.000561226537	11.6810669955293	11.3056337556227	8.1168569283345	9.12432528632336
hsa-let-7c-3p	2.47103870395693	-0.986957386832878	0.857453660508171	-1.15103291558398	0.249718694361205	NA	former_vs_16_	NA	3.12738238140682	1.63992521218857	2.03552306670106	2.72289684900832	0	0.842720842835763	0.644695687817174	0.329720097088103
hsa-let-7c-5p	5.84057718586428	-1.72167642110213	0.67626552638431	-2.545858621993	0.0109009327755626	0.141458616017766	former_vs_16_	FALSE	2.48356339650425	6.25245524497919	4.07645392203004	10.8990620309386	2.70704086129923	4.83294029086618	3.78170482431889	2.66452799221761
hsa-let-7d-3p	3.14167103099851	2.1616041613804	1.24143787468041	1.74121009634645	0.0816467581430057	NA	former_vs_16_	NA	3.26665417589977	0.098701478240627	2.18695700696499	6.02910836478271	2.71788909380026	0	1.07449281302862	0.881942487028445
hsa-let-7d-5p	11.7133277948065	-1.89330989503298	0.726903676628317	-2.604622807543	0.0091975452801091	0.130535928993677	former_vs_16_	FALSE	4.32935021021086	9.62152775896207	6.10665974385485	28.1007547706581	4.52714250418442	5.9219986338976	3.24721200410464	2.39601418693035
hsa-let-7e-3p	0.0608586128850125	0.494804287605611	6.40563374131482	0.0772451731690872	0.938428505982151	NA	former_vs_16_	NA	0	0.0240777383667361	0.0712610887020446	0.081689375258348	0	0	0	0
hsa-let-7e-5p	4.1603212682273	1.19873871655638	0.805546311300747	1.48810651819724	0.136722804767347	NA	former_vs_16_	NA	2.31631205253423	1.42643221036123	5.87127560452474	4.72753977299552	2.10393991247014	0	2.49795843660763	1.95459559372379
hsa-let-7f-1-3p	0.0894118093577484	-0.0222627639086889	6.40445391290311	-0.00347613773343515	0.997226448956985	NA	former_vs_16_	NA	0.157185169343326	0.273114719790605	0.0918510849303915	0.0609401089689278	0	0	0	0
hsa-let-7f-2-3p	0.572280003248808	1.33674361016848	1.25871518122644	1.06199053614815	0.288239981566513	NA	former_vs_16_	NA	0.336090155771852	0.185998984584028	0.815631271792572	0.381377367578272	0	0	0	0
hsa-let-7f-5p	1.70744674594843	0.712939631834692	0.894382611797174	0.797130470148687	0.425375261761868	NA	former_vs_16_	NA	2.14152642002945	0.909967810992756	1.80894366279068	1.70437476200063	1.01848274011655	0	0.885614916840024	0.61240340838379
hsa-let-7g-3p	3.30512279180099	-0.323561583741371	0.968552568094693	-0.3340671372932	0.73832889753026	NA	former_vs_16_	NA	7.41433097653838	0.377584174476603	2.75632225723982	3.71648065999553	2.48983922482119	0	0	0
hsa-let-7g-5p	58.7401199969797	0.117337196475457	0.81586652536398	0.143819108674805	0.885643313204796	0.965058496155487	former_vs_16_	FALSE	7.91922060197405	6.24956501137999	26.9616217599572	164.598355561473	4.51269160452972	3.87651587704451	3.88185170349034	6.73643749222169
hsa-let-7i-3p	0.319245396108944	-0.583253535083332	1.48615230541231	-0.39245878969418	0.694719254986202	NA	former_vs_16_	NA	0.402534165901269	0.876937769210784	0.228584845186149	0.293548261694328	0	0.337088337134305	0	0
hsa-let-7i-5p	56.5348814994354	0.169151588607907	0.781984325928384	0.216310714932921	0.828745557465689	0.942793111245371	former_vs_16_	FALSE	9.03555055617061	9.11062173070911	39.8386929081819	135.686496238533	10.6543787732988	7.83549268675854	4.88312112375762	6.78870686296933
hsa-miR-1-2-5p:Novel	7.00675042297127	-0.9786355538803	0.591795703464377	-1.65367127228427	0.0981943226742338	0.37021913548799	former_vs_16_	FALSE	3.80575137526855	14.8509981586073	6.23566408284443	7.74101717227473	2.54856602876932	3.70797170847736	4.18553239179224	3.29720097088103
