ID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	comparison	treshold	Average_16	Average16_	Averageformer	Averagenever	Median_16	Median16_	Medianformer	Mediannever
has-miR-548o	0.33500521171989	-1.55983760865997	2.45311746159655	-0.635859323118098	0.524868117320972	NA	16__vs__16	NA	0.980394838766115	0	0.383400869700912	0.190568879973626	0.51020893013634	0	0	0
has-miR-548x	1.34253497827163	0.983130883343223	1.75711913540111	0.55951293428877	0.575811706416336	NA	16__vs__16	NA	0.972745409499019	0.671399180962255	1.45852765376221	1.81938214116606	0	0	0	0
hsa-let-7a-2-3p	0.651958530811686	0.58714544196747	1.47290893959897	0.398629831201467	0.69016597757596	NA	16__vs__16	NA	0.590004097261239	0.401046896596971	0.574889315007422	0.87461211398531	0.737461363429067	0	0	0
hsa-let-7a-3p	107.079579117193	2.1545649359081	0.894437552017343	2.40884892528117	0.0160029208208465	0.197694911129653	16__vs__16	FALSE	15.3464819432989	30.0779745154653	37.7224540463467	309.598678609749	16.6680901849413	36.2470521814963	11.6057045343519	17.3580892990923
hsa-let-7a-5p	8.88540308861354	0.686199578154449	0.807938308314409	0.849321750303013	0.395702281264366	0.778869115392585	16__vs__16	FALSE	20.7706688979957	8.01346596908323	6.72924776490599	9.54129599493411	7.14167358485448	4.83294029086618	3.26349427535184	3.91042512271001
hsa-let-7b-3p	0.306565999064634	-0.548123426087468	2.96926192265011	-0.18459921703312	0.853543400105821	NA	16__vs__16	NA	0.394296108455443	0.151532813041392	0.351632766882405	0.255071613928847	0	0	0	0
hsa-let-7b-5p	59.8544926669154	0.693676883265395	0.963152286478773	0.720215165351926	0.471392527971067	0.832079234979231	16__vs__16	FALSE	15.4277632836882	16.9183353520022	33.6798902491937	153.000561226537	11.6810669955293	11.3056337556227	8.1168569283345	9.12432528632336
hsa-let-7c-3p	2.47103870395693	2.13767391882387	1.14336785033747	1.86962919955544	0.0615353275195807	0.371203399665043	16__vs__16	FALSE	3.12738238140682	1.63992521218857	2.03552306670106	2.72289684900832	0	0.842720842835763	0.644695687817174	0.329720097088103
hsa-let-7c-5p	5.84057718586428	2.28625292120729	0.91872119059276	2.48851658655244	0.012827725341144	0.175815294381562	16__vs__16	FALSE	2.48356339650425	6.25245524497919	4.07645392203004	10.8990620309386	2.70704086129923	4.83294029086618	3.78170482431889	2.66452799221761
hsa-let-7d-3p	3.14167103099851	-2.17699855864412	1.53363925523051	-1.41949845846696	0.155753745967577	0.562018781600156	16__vs__16	FALSE	3.26665417589977	0.098701478240627	2.18695700696499	6.02910836478271	2.71788909380026	0	1.07449281302862	0.881942487028445
hsa-let-7d-5p	11.7133277948065	1.96698838936543	0.976970638497698	2.01335466170212	0.0440773316578836	0.305428052826375	16__vs__16	FALSE	4.32935021021086	9.62152775896207	6.10665974385485	28.1007547706581	4.52714250418442	5.9219986338976	3.24721200410464	2.39601418693035
hsa-let-7e-3p	0.0608586128850125	0.678982517384349	8.45200483037944	0.0803339007739146	0.935971696414535	NA	16__vs__16	NA	0	0.0240777383667361	0.0712610887020446	0.081689375258348	0	0	0	0
hsa-let-7e-5p	4.1603212682273	-0.0900417826675511	1.0504069032099	-0.0857208595948825	0.931688319603138	0.984816401559445	16__vs__16	FALSE	2.31631205253423	1.42643221036123	5.87127560452474	4.72753977299552	2.10393991247014	0	2.49795843660763	1.95459559372379
hsa-let-7f-1-3p	0.0894118093577484	0.823562472513756	8.45081484451092	0.0974536169194011	0.922366167170767	NA	16__vs__16	NA	0.157185169343326	0.273114719790605	0.0918510849303915	0.0609401089689278	0	0	0	0
hsa-let-7f-2-3p	0.572280003248808	-0.560197590461013	1.6468362183369	-0.340165940136259	0.733731566197816	NA	16__vs__16	NA	0.336090155771852	0.185998984584028	0.815631271792572	0.381377367578272	0	0	0	0
hsa-let-7f-5p	1.70744674594843	-0.334840693927887	1.1582587284452	-0.289089722101523	0.772512718549788	NA	16__vs__16	NA	2.14152642002945	0.909967810992756	1.80894366279068	1.70437476200063	1.01848274011655	0	0.885614916840024	0.61240340838379
hsa-let-7g-3p	3.30512279180099	0.133446224883062	1.20243228836112	0.110980240779251	0.911632015501865	0.976296600065166	16__vs__16	FALSE	7.41433097653838	0.377584174476603	2.75632225723982	3.71648065999553	2.48983922482119	0	0	0
hsa-let-7g-5p	58.7401199969797	0.929281311385565	1.0693546815174	0.869011308826862	0.384840945276104	0.772167407959804	16__vs__16	FALSE	7.91922060197405	6.24956501137999	26.9616217599572	164.598355561473	4.51269160452972	3.87651587704451	3.88185170349034	6.73643749222169
hsa-let-7i-3p	0.319245396108944	0.920156344959549	1.97378046605819	0.466189812283016	0.641079640951941	NA	16__vs__16	NA	0.402534165901269	0.876937769210784	0.228584845186149	0.293548261694328	0	0.337088337134305	0	0
hsa-let-7i-5p	56.5348814994354	0.696927658913065	1.03124399599376	0.675812573571856	0.499159650636442	0.846482307228073	16__vs__16	FALSE	9.03555055617061	9.11062173070911	39.8386929081819	135.686496238533	10.6543787732988	7.83549268675854	4.88312112375762	6.78870686296933
hsa-miR-1-2-5p:Novel	7.00675042297127	2.39911428467605	0.80078075905121	2.99596894350783	0.00273574294661932	0.0808119315665701	16__vs__16	FALSE	3.80575137526855	14.8509981586073	6.23566408284443	7.74101717227473	2.54856602876932	3.70797170847736	4.18553239179224	3.29720097088103
