"database","mature_mirna_id","target_symbol","target_entrez","target_ensembl","experiment","pubmed_id"
"mirtarbase","hsa-miR-1255b-5p","ALDH3B1","221","ENSG00000006534","PAR-CLIP","23592263"
"mirtarbase","hsa-miR-1255b-5p","CAMK4","814","ENSG00000152495","HITS-CLIP","19536157"
"mirtarbase","hsa-miR-1255b-5p","CAPN6","827","ENSG00000077274","HITS-CLIP","23824327"
"mirtarbase","hsa-miR-1255b-5p","CCND2","894","ENSG00000118971","PAR-CLIP","21572407"
"mirtarbase","hsa-miR-1255b-5p","CKS2","1164","ENSG00000123975","PAR-CLIP","23592263"
"mirtarbase","hsa-miR-1255b-5p","CKS2","1164","ENSG00000123975","PAR-CLIP","23446348"
"mirtarbase","hsa-miR-1255b-5p","CKS2","1164","ENSG00000123975","PAR-CLIP","20371350"
"mirtarbase","hsa-miR-1255b-5p","CKS2","1164","ENSG00000123975","PAR-CLIP","26701625"
"mirtarbase","hsa-miR-1255b-5p","CPS1","1373","ENSG00000021826","PAR-CLIP","23592263"
"mirtarbase","hsa-miR-1255b-5p","CRKL","1399","ENSG00000099942","PAR-CLIP","20371350"
"mirtarbase","hsa-miR-1255b-5p","EPHA2","1969","ENSG00000142627","PAR-CLIP","22012620"
"mirtarbase","hsa-miR-1255b-5p","EPHA2","1969","ENSG00000142627","PAR-CLIP","26701625"
"mirtarbase","hsa-miR-1255b-5p","EIF5A","1984","ENSG00000132507","PAR-CLIP","26701625"
"mirtarbase","hsa-miR-1255b-5p","EIF5A","1984","ENSG00000288145","PAR-CLIP","26701625"
"mirtarbase","hsa-miR-1255b-5p","EPHA4","2043","ENSG00000116106","PAR-CLIP","21572407"
"mirtarbase","hsa-miR-1255b-5p","FUS","2521","ENSG00000089280","HITS-CLIP","23824327"
"mirtarbase","hsa-miR-1255b-5p","FUS","2521","ENSG00000089280","PAR-CLIP","27292025"
"mirtarbase","hsa-miR-1255b-5p","GPX7","2882","ENSG00000116157","PAR-CLIP","23592263"
"mirtarbase","hsa-miR-1255b-5p","GRB2","2885","ENSG00000177885","PAR-CLIP","23592263"
