"database","mature_mirna_id","target_symbol","target_entrez","target_ensembl","experiment","pubmed_id"
"mirtarbase","hsa-miR-6788-3p","ACOX1","51","ENSG00000161533","HITS-CLIP","23313552"
"mirtarbase","hsa-miR-6788-3p","DSC1","1823","ENSG00000134765","PAR-CLIP","27292025"
"mirtarbase","hsa-miR-6788-3p","DNAJB2","3300","ENSG00000135924","HITS-CLIP","23824327"
"mirtarbase","hsa-miR-6788-3p","HSPA1B","3304","ENSG00000231555","PAR-CLIP","24398324"
"mirtarbase","hsa-miR-6788-3p","HSPA1B","3304","ENSG00000232804","PAR-CLIP","24398324"
"mirtarbase","hsa-miR-6788-3p","HSPA1B","3304","ENSG00000204388","PAR-CLIP","24398324"
"mirtarbase","hsa-miR-6788-3p","HSPA1B","3304","ENSG00000224501","PAR-CLIP","24398324"
"mirtarbase","hsa-miR-6788-3p","HSPA1B","3304","ENSG00000212866","PAR-CLIP","24398324"
"mirtarbase","hsa-miR-6788-3p","HSPA1B","3304","ENSG00000231555","PAR-CLIP","23446348"
"mirtarbase","hsa-miR-6788-3p","HSPA1B","3304","ENSG00000232804","PAR-CLIP","23446348"
"mirtarbase","hsa-miR-6788-3p","HSPA1B","3304","ENSG00000204388","PAR-CLIP","23446348"
"mirtarbase","hsa-miR-6788-3p","HSPA1B","3304","ENSG00000224501","PAR-CLIP","23446348"
"mirtarbase","hsa-miR-6788-3p","HSPA1B","3304","ENSG00000212866","PAR-CLIP","23446348"
"mirtarbase","hsa-miR-6788-3p","HSPA1B","3304","ENSG00000231555","PAR-CLIP","21572407"
"mirtarbase","hsa-miR-6788-3p","HSPA1B","3304","ENSG00000232804","PAR-CLIP","21572407"
"mirtarbase","hsa-miR-6788-3p","HSPA1B","3304","ENSG00000204388","PAR-CLIP","21572407"
"mirtarbase","hsa-miR-6788-3p","HSPA1B","3304","ENSG00000224501","PAR-CLIP","21572407"
"mirtarbase","hsa-miR-6788-3p","HSPA1B","3304","ENSG00000212866","PAR-CLIP","21572407"
"mirtarbase","hsa-miR-6788-3p","HSPA1B","3304","ENSG00000231555","PAR-CLIP","20371350"
"mirtarbase","hsa-miR-6788-3p","HSPA1B","3304","ENSG00000232804","PAR-CLIP","20371350"
"mirtarbase","hsa-miR-6788-3p","HSPA1B","3304","ENSG00000204388","PAR-CLIP","20371350"
"mirtarbase","hsa-miR-6788-3p","HSPA1B","3304","ENSG00000224501","PAR-CLIP","20371350"
"mirtarbase","hsa-miR-6788-3p","HSPA1B","3304","ENSG00000212866","PAR-CLIP","20371350"
"mirtarbase","hsa-miR-6788-3p","PTAFR","5724","ENSG00000169403","PAR-CLIP","23446348"
"mirtarbase","hsa-miR-6788-3p","NPRL3","8131","ENSG00000103148","PAR-CLIP","23708386"
"mirtarbase","hsa-miR-6788-3p","HRK","8739","ENSG00000135116","PAR-CLIP","22291592"
"mirtarbase","hsa-miR-6788-3p","SPTLC2","9517","ENSG00000100596","PAR-CLIP","23446348"
"mirtarbase","hsa-miR-6788-3p","SLC39A1","27173","ENSG00000143570","HITS-CLIP","23313552"
"mirtarbase","hsa-miR-6788-3p","GPR82","27197","ENSG00000171657","PAR-CLIP","22012620"
"mirtarbase","hsa-miR-6788-3p","SUFU","51684","ENSG00000107882","PAR-CLIP","27292025"
"mirtarbase","hsa-miR-6788-3p","SUSD1","64420","ENSG00000106868","PAR-CLIP","27292025"
"mirtarbase","hsa-miR-6788-3p","C7orf26","79034","ENSG00000146576","PAR-CLIP","20371350"
"mirtarbase","hsa-miR-6788-3p","COQ10B","80219","ENSG00000115520","PAR-CLIP","23446348"
"mirtarbase","hsa-miR-6788-3p","PCBD2","84105","ENSG00000132570","HITS-CLIP","23824327"
"mirtarbase","hsa-miR-6788-3p","MYPN","84665","ENSG00000138347","PAR-CLIP","23446348"
"mirtarbase","hsa-miR-6788-3p","ZNF347","84671","ENSG00000197937","PAR-CLIP","23446348"
"mirtarbase","hsa-miR-6788-3p","FLYWCH2","114984","ENSG00000162076","HITS-CLIP","23313552"
"mirtarbase","hsa-miR-6788-3p","KIF18B","146909","ENSG00000186185","PAR-CLIP","22291592"
"mirtarbase","hsa-miR-6788-3p","THAP8","199745","ENSG00000161277","PAR-CLIP","23446348"
"mirtarbase","hsa-miR-6788-3p","ZNF843","283933","ENSG00000176723","HITS-CLIP","23313552"
"mirtarbase","hsa-miR-6788-3p","C3orf62","375341","ENSG00000188315","PAR-CLIP","23446348"
