"database","mature_mirna_id","target_symbol","target_entrez","target_ensembl","experiment","pubmed_id"
"mirtarbase","hsa-miR-3127-5p","COMT","1312","ENSG00000093010","PAR-CLIP","27292025"
"mirtarbase","hsa-miR-3127-5p","CYP4A11","1579","ENSG00000187048","PAR-CLIP","23592263"
"mirtarbase","hsa-miR-3127-5p","DMTN","2039","ENSG00000158856","PAR-CLIP","26701625"
"mirtarbase","hsa-miR-3127-5p","ERBB2","2064","ENSG00000141736","HITS-CLIP","24906430"
"mirtarbase","hsa-miR-3127-5p","ETFDH","2110","ENSG00000171503","HITS-CLIP","23824327"
"mirtarbase","hsa-miR-3127-5p","RAPGEF1","2889","ENSG00000107263","PAR-CLIP","23592263"
"mirtarbase","hsa-miR-3127-5p","GRINA","2907","ENSG00000178719","PAR-CLIP","23592263"
"mirtarbase","hsa-miR-3127-5p","HOXA11","3207","ENSG00000005073","PAR-CLIP//HITS-CLIP","21572407"
"mirtarbase","hsa-miR-3127-5p","HOXA11","3207","ENSG00000005073","PAR-CLIP","20371350"
"mirtarbase","hsa-miR-3127-5p","INPP4A","3631","ENSG00000040933","Flow//Luciferase reporter assay//qRT-PCR//Western blot","25849943"
"mirtarbase","hsa-miR-3127-5p","KPNA5","3841","ENSG00000196911","HITS-CLIP","23824327"
"mirtarbase","hsa-miR-3127-5p","LIMK1","3984","ENSG00000106683","PAR-CLIP","26701625"
"mirtarbase","hsa-miR-3127-5p","FADS3","3995","ENSG00000221968","HITS-CLIP","19536157"
"mirtarbase","hsa-miR-3127-5p","MCL1","4170","ENSG00000143384","PAR-CLIP","26701625"
"mirtarbase","hsa-miR-3127-5p","KMT2A","4297","ENSG00000118058","PAR-CLIP","22291592"
"mirtarbase","hsa-miR-3127-5p","NRF1","4899","ENSG00000106459","PAR-CLIP","23592263"
"mirtarbase","hsa-miR-3127-5p","NRF1","4899","ENSG00000106459","PAR-CLIP","22012620"
"mirtarbase","hsa-miR-3127-5p","NRF1","4899","ENSG00000106459","PAR-CLIP","20371350"
"mirtarbase","hsa-miR-3127-5p","NRF1","4899","ENSG00000106459","PAR-CLIP","26701625"
"mirtarbase","hsa-miR-3127-5p","AURKA","6790","ENSG00000087586","PAR-CLIP","21572407"
"mirtarbase","hsa-miR-3127-5p","THBD","7056","ENSG00000178726","HITS-CLIP","23824327"
"mirtarbase","hsa-miR-3127-5p","VCAM1","7412","ENSG00000162692","HITS-CLIP","19536157"
"mirtarbase","hsa-miR-3127-5p","WEE1","7465","ENSG00000166483","PAR-CLIP","23592263"
"mirtarbase","hsa-miR-3127-5p","WEE1","7465","ENSG00000166483","PAR-CLIP","23446348"
"mirtarbase","hsa-miR-3127-5p","WEE1","7465","ENSG00000166483","PAR-CLIP","26701625"
"mirtarbase","hsa-miR-3127-5p","YWHAZ","7534","ENSG00000164924","PAR-CLIP","23592263"
"mirtarbase","hsa-miR-3127-5p","YWHAZ","7534","ENSG00000164924","PAR-CLIP","26701625"
"mirtarbase","hsa-miR-3127-5p","SLC30A3","7781","ENSG00000115194","HITS-CLIP","23824327"
"mirtarbase","hsa-miR-3127-5p","LAPTM5","7805","ENSG00000162511","PAR-CLIP","22100165"
"mirtarbase","hsa-miR-3127-5p","ULK2","9706","ENSG00000083290","HITS-CLIP","19536157"
"mirtarbase","hsa-miR-3127-5p","SEC16A","9919","ENSG00000148396","PAR-CLIP","26701625"
"mirtarbase","hsa-miR-3127-5p","ABI2","10152","ENSG00000138443","PAR-CLIP","22100165"
"mirtarbase","hsa-miR-3127-5p","VAV3","10451","ENSG00000134215","PAR-CLIP","20371350"
"mirtarbase","hsa-miR-3127-5p","VAV3","10451","ENSG00000134215","HITS-CLIP","23706177"
"mirtarbase","hsa-miR-3127-5p","VAV3","10451","ENSG00000134215","HITS-CLIP","21572407"
"mirtarbase","hsa-miR-3127-5p","VAV3","10451","ENSG00000134215","PAR-CLIP","26701625"
"mirtarbase","hsa-miR-3127-5p","VAV3","10451","ENSG00000134215","PAR-CLIP","27292025"
"mirtarbase","hsa-miR-3127-5p","CHERP","10523","ENSG00000085872","PAR-CLIP","26701625"
"mirtarbase","hsa-miR-3127-5p","ATG7","10533","ENSG00000197548","PAR-CLIP","22291592"
"mirtarbase","hsa-miR-3127-5p","SUPT16H","11198","ENSG00000092201","PAR-CLIP","23592263"
"mirtarbase","hsa-miR-3127-5p","PHLPP2","23035","ENSG00000040199","Flow//Luciferase reporter assay//qRT-PCR//Western blot","25849943"
"mirtarbase","hsa-miR-3127-5p","ARL6IP1","23204","ENSG00000170540","HITS-CLIP","23313552"
"mirtarbase","hsa-miR-3127-5p","PHLPP1","23239","ENSG00000081913","Flow//Luciferase reporter assay//qRT-PCR//Western blot","25849943"
"mirtarbase","hsa-miR-3127-5p","DSTYK","25778","ENSG00000133059","HITS-CLIP","23824327"
