"database","mature_mirna_id","target_symbol","target_entrez","target_ensembl","experiment","pubmed_id"
"mirtarbase","hsa-miR-4472","ACOX1","51","ENSG00000161533","HITS-CLIP","23824327"
"mirtarbase","hsa-miR-4472","AMPD3","272","ENSG00000133805","HITS-CLIP","27418678"
"mirtarbase","hsa-miR-4472","ABCC6","368","ENSG00000091262","PAR-CLIP","23592263"
"mirtarbase","hsa-miR-4472","ABCC6","368","ENSG00000275331","PAR-CLIP","23592263"
"mirtarbase","hsa-miR-4472","ABCC6","368","ENSG00000091262","PAR-CLIP","20371350"
"mirtarbase","hsa-miR-4472","ABCC6","368","ENSG00000275331","PAR-CLIP","20371350"
"mirtarbase","hsa-miR-4472","ASCL2","430","ENSG00000183734","PAR-CLIP","23592263"
"mirtarbase","hsa-miR-4472","ASCL2","430","ENSG00000183734","PAR-CLIP","24398324"
"mirtarbase","hsa-miR-4472","BCL7A","605","ENSG00000110987","PAR-CLIP","23592263"
"mirtarbase","hsa-miR-4472","BCL7A","605","ENSG00000282873","PAR-CLIP","23592263"
"mirtarbase","hsa-miR-4472","CALR","811","ENSG00000179218","PAR-CLIP","23592263"
"mirtarbase","hsa-miR-4472","CAMK2A","815","ENSG00000070808","PAR-CLIP","23592263"
"mirtarbase","hsa-miR-4472","AP2M1","1173","ENSG00000161203","PAR-CLIP","26701625"
"mirtarbase","hsa-miR-4472","COX10","1352","ENSG00000006695","PAR-CLIP","23592263"
"mirtarbase","hsa-miR-4472","CSTF2","1478","ENSG00000101811","PAR-CLIP","23592263"
"mirtarbase","hsa-miR-4472","DDX6","1656","ENSG00000110367","PAR-CLIP","23592263"
"mirtarbase","hsa-miR-4472","DFFA","1676","ENSG00000160049","PAR-CLIP","23446348"
"mirtarbase","hsa-miR-4472","E2F4","1874","ENSG00000205250","PAR-CLIP","26701625"
"mirtarbase","hsa-miR-4472","EFNA3","1944","ENSG00000143590","PAR-CLIP","23592263"
"mirtarbase","hsa-miR-4472","EFNB1","1947","ENSG00000090776","PAR-CLIP","26701625"
"mirtarbase","hsa-miR-4472","ELN","2006","ENSG00000049540","HITS-CLIP","19536157"
"mirtarbase","hsa-miR-4472","EP300","2033","ENSG00000100393","HITS-CLIP","24906430"
"mirtarbase","hsa-miR-4472","EP300","2033","ENSG00000100393","HITS-CLIP","27418678"
"mirtarbase","hsa-miR-4472","FARSA","2193","ENSG00000179115","PAR-CLIP","23592263"
"mirtarbase","hsa-miR-4472","FGFR4","2264","ENSG00000160867","PAR-CLIP","23592263"
"mirtarbase","hsa-miR-4472","FOLR1","2348","ENSG00000110195","HITS-CLIP","23313552"
"mirtarbase","hsa-miR-4472","GDI1","2664","ENSG00000203879","PAR-CLIP","23446348"
"mirtarbase","hsa-miR-4472","GDI1","2664","ENSG00000203879","PAR-CLIP","20371350"
"mirtarbase","hsa-miR-4472","GDI1","2664","ENSG00000203879","PAR-CLIP","26701625"
"mirtarbase","hsa-miR-4472","GFER","2671","ENSG00000127554","PAR-CLIP","23592263"
"mirtarbase","hsa-miR-4472","GNB2","2783","ENSG00000172354","PAR-CLIP","23592263"
"mirtarbase","hsa-miR-4472","SFN","2810","ENSG00000175793","PAR-CLIP","26701625"
"mirtarbase","hsa-miR-4472","GRINA","2907","ENSG00000178719","PAR-CLIP","23592263"
"mirtarbase","hsa-miR-4472","HDGF","3068","ENSG00000143321","PAR-CLIP","23592263"
"mirtarbase","hsa-miR-4472","HLA-C","3107","ENSG00000206435","PAR-CLIP","26701625"
"mirtarbase","hsa-miR-4472","HLA-C","3107","ENSG00000228299","PAR-CLIP","26701625"
"mirtarbase","hsa-miR-4472","HLA-C","3107","ENSG00000237022","PAR-CLIP","26701625"
"mirtarbase","hsa-miR-4472","HLA-C","3107","ENSG00000206452","PAR-CLIP","26701625"
"mirtarbase","hsa-miR-4472","HLA-C","3107","ENSG00000225691","PAR-CLIP","26701625"
"mirtarbase","hsa-miR-4472","HLA-C","3107","ENSG00000204525","PAR-CLIP","26701625"
"mirtarbase","hsa-miR-4472","HLA-C","3107","ENSG00000233841","PAR-CLIP","26701625"
"mirtarbase","hsa-miR-4472","IGFBP4","3487","ENSG00000141753","PAR-CLIP","23592263"
"mirtarbase","hsa-miR-4472","LAMC1","3915","ENSG00000135862","PAR-CLIP","23592263"
"mirtarbase","hsa-miR-4472","LRP3","4037","ENSG00000130881","PAR-CLIP","23592263"
"mirtarbase","hsa-miR-4472","MAF","4094","ENSG00000178573","HITS-CLIP","27418678"
"mirtarbase","hsa-miR-4472","MAP4","4134","ENSG00000047849","PAR-CLIP","26701625"
"mirtarbase","hsa-miR-4472","MAZ","4150","ENSG00000103495","HITS-CLIP","19536157"
"mirtarbase","hsa-miR-4472","MEF2D","4209","ENSG00000116604","PAR-CLIP","23592263"
"mirtarbase","hsa-miR-4472","MSN","4478","ENSG00000147065","PAR-CLIP","26701625"
"mirtarbase","hsa-miR-4472","MTHFR","4524","ENSG00000177000","PAR-CLIP","23592263"
"mirtarbase","hsa-miR-4472","MYH11","4629","ENSG00000276480","PAR-CLIP","23592263"
"mirtarbase","hsa-miR-4472","MYH11","4629","ENSG00000133392","PAR-CLIP","23592263"
"mirtarbase","hsa-miR-4472","NAB2","4665","ENSG00000166886","PAR-CLIP","26701625"
"mirtarbase","hsa-miR-4472","PFN1","5216","ENSG00000108518","PAR-CLIP","26701625"
"mirtarbase","hsa-miR-4472","PIN1","5300","ENSG00000127445","PAR-CLIP","23592263"
"mirtarbase","hsa-miR-4472","PKM","5315","ENSG00000067225","PAR-CLIP","23592263"
"mirtarbase","hsa-miR-4472","PLEC","5339","ENSG00000178209","PAR-CLIP","23592263"
"mirtarbase","hsa-miR-4472","PLEC","5339","ENSG00000178209","PAR-CLIP","26701625"
"mirtarbase","hsa-miR-4472","PPP1R10","5514","ENSG00000206489","HITS-CLIP","23313552"
"mirtarbase","hsa-miR-4472","PPP1R10","5514","ENSG00000230995","HITS-CLIP","23313552"
"mirtarbase","hsa-miR-4472","PPP1R10","5514","ENSG00000235291","HITS-CLIP","23313552"
"mirtarbase","hsa-miR-4472","PPP1R10","5514","ENSG00000204569","HITS-CLIP","23313552"
"mirtarbase","hsa-miR-4472","PPP1R10","5514","ENSG00000238104","HITS-CLIP","23313552"
"mirtarbase","hsa-miR-4472","PPP1R10","5514","ENSG00000227804","HITS-CLIP","23313552"
"mirtarbase","hsa-miR-4472","PPP1R10","5514","ENSG00000231737","HITS-CLIP","23313552"
"mirtarbase","hsa-miR-4472","PRELP","5549","ENSG00000188783","PAR-CLIP","20371350"
"mirtarbase","hsa-miR-4472","PRSS8","5652","ENSG00000052344","PAR-CLIP","26701625"
"mirtarbase","hsa-miR-4472","PSAP","5660","ENSG00000197746","PAR-CLIP","26701625"
"mirtarbase","hsa-miR-4472","PTPN6","5777","ENSG00000111679","PAR-CLIP","26701625"
"mirtarbase","hsa-miR-4472","PTPRF","5792","ENSG00000142949","PAR-CLIP","23592263"
"mirtarbase","hsa-miR-4472","RREB1","6239","ENSG00000124782","PAR-CLIP","23592263"
"mirtarbase","hsa-miR-4472","RREB1","6239","ENSG00000124782","PAR-CLIP","26701625"
"mirtarbase","hsa-miR-4472","ATXN2","6311","ENSG00000204842","HITS-CLIP","23313552"
"mirtarbase","hsa-miR-4472","SIX3","6496","ENSG00000138083","PAR-CLIP","23592263"
"mirtarbase","hsa-miR-4472","SIX3","6496","ENSG00000138083","PAR-CLIP","24398324"
"mirtarbase","hsa-miR-4472","SIX3","6496","ENSG00000138083","PAR-CLIP","20371350"
"mirtarbase","hsa-miR-4472","SLC4A2","6522","ENSG00000164889","PAR-CLIP","23592263"
"mirtarbase","hsa-miR-4472","SMTN","6525","ENSG00000183963","PAR-CLIP","26701625"
"mirtarbase","hsa-miR-4472","SMTN","6525","ENSG00000183963","PAR-CLIP","27292025"
"mirtarbase","hsa-miR-4472","CAPN15","6650","ENSG00000103326","PAR-CLIP","23592263"
"mirtarbase","hsa-miR-4472","CAPN15","6650","ENSG00000282214","PAR-CLIP","23592263"
"mirtarbase","hsa-miR-4472","SUV39H1","6839","ENSG00000101945","PAR-CLIP","23592263"
