"database","mature_mirna_id","target_symbol","target_entrez","target_ensembl","experiment","pubmed_id"
"mirtarbase","hsa-miR-6793-5p","CAPNS1","826","ENSG00000126247","PAR-CLIP","26701625"
"mirtarbase","hsa-miR-6793-5p","HDGF","3068","ENSG00000143321","PAR-CLIP","26701625"
"mirtarbase","hsa-miR-6793-5p","INSIG1","3638","ENSG00000186480","PAR-CLIP","20371350"
"mirtarbase","hsa-miR-6793-5p","LOXL2","4017","ENSG00000134013","HITS-CLIP","19536157"
"mirtarbase","hsa-miR-6793-5p","MEIS3P1","4213","","PAR-CLIP","23592263"
"mirtarbase","hsa-miR-6793-5p","MPP2","4355","ENSG00000108852","PAR-CLIP","26701625"
"mirtarbase","hsa-miR-6793-5p","ATXN2","6311","ENSG00000204842","HITS-CLIP","23313552"
"mirtarbase","hsa-miR-6793-5p","SIAH2","6478","ENSG00000181788","PAR-CLIP","26701625"
"mirtarbase","hsa-miR-6793-5p","SKI","6497","ENSG00000157933","PAR-CLIP","20371350"
"mirtarbase","hsa-miR-6793-5p","SOX5","6660","ENSG00000134532","PAR-CLIP","20371350"
"mirtarbase","hsa-miR-6793-5p","VASP","7408","ENSG00000125753","PAR-CLIP","26701625"
"mirtarbase","hsa-miR-6793-5p","VEGFA","7422","ENSG00000112715","PAR-CLIP","23446348"
"mirtarbase","hsa-miR-6793-5p","ZFP36","7538","ENSG00000128016","PAR-CLIP","23592263"
"mirtarbase","hsa-miR-6793-5p","RAB7A","7879","ENSG00000075785","HITS-CLIP","24906430"
"mirtarbase","hsa-miR-6793-5p","KMT2D","8085","ENSG00000167548","PAR-CLIP","24398324"
"mirtarbase","hsa-miR-6793-5p","KMT2D","8085","ENSG00000167548","PAR-CLIP","21572407"
"mirtarbase","hsa-miR-6793-5p","CHAF1B","8208","ENSG00000159259","PAR-CLIP","23446348"
"mirtarbase","hsa-miR-6793-5p","CHAF1B","8208","ENSG00000159259","PAR-CLIP//HITS-CLIP","21572407"
"mirtarbase","hsa-miR-6793-5p","H3C10","8357","ENSG00000278828","PAR-CLIP","23446348"
"mirtarbase","hsa-miR-6793-5p","IFITM1","8519","ENSG00000185885","PAR-CLIP","23592263"
"mirtarbase","hsa-miR-6793-5p","PEA15","8682","ENSG00000162734","PAR-CLIP","26701625"
"mirtarbase","hsa-miR-6793-5p","SYNGAP1","8831","ENSG00000227460","HITS-CLIP","23824327"
"mirtarbase","hsa-miR-6793-5p","SYNGAP1","8831","ENSG00000197283","HITS-CLIP","23824327"
"mirtarbase","hsa-miR-6793-5p","SYNGAP1","8831","ENSG00000227460","HITS-CLIP","19536157"
"mirtarbase","hsa-miR-6793-5p","SYNGAP1","8831","ENSG00000197283","HITS-CLIP","19536157"
"mirtarbase","hsa-miR-6793-5p","SLC22A6","9356","ENSG00000197901","HITS-CLIP","23824327"
"mirtarbase","hsa-miR-6793-5p","PLIN3","10226","ENSG00000105355","PAR-CLIP","23592263"
"mirtarbase","hsa-miR-6793-5p","PLIN3","10226","ENSG00000105355","PAR-CLIP","26701625"
"mirtarbase","hsa-miR-6793-5p","TENT4A","11044","ENSG00000112941","PAR-CLIP","23592263"
"mirtarbase","hsa-miR-6793-5p","PPP6R1","22870","ENSG00000105063","PAR-CLIP","23592263"
"mirtarbase","hsa-miR-6793-5p","PPP6R1","22870","ENSG00000105063","PAR-CLIP","27292025"
"mirtarbase","hsa-miR-6793-5p","SETD1B","23067","ENSG00000139718","PAR-CLIP","23592263"
"mirtarbase","hsa-miR-6793-5p","AGO2","27161","ENSG00000123908","PAR-CLIP","23592263"
"mirtarbase","hsa-miR-6793-5p","GPR82","27197","ENSG00000171657","PAR-CLIP","22012620"
"mirtarbase","hsa-miR-6793-5p","FLVCR1","28982","ENSG00000162769","PAR-CLIP","23592263"
"mirtarbase","hsa-miR-6793-5p","SETD5","55209","ENSG00000168137","PAR-CLIP","23592263"
"mirtarbase","hsa-miR-6793-5p","UBE2Q1","55585","ENSG00000160714","PAR-CLIP","23592263"
"mirtarbase","hsa-miR-6793-5p","UBE2Q1","55585","ENSG00000160714","PAR-CLIP","27292025"
"mirtarbase","hsa-miR-6793-5p","KYAT3","56267","ENSG00000137944","PAR-CLIP","21572407"
"mirtarbase","hsa-miR-6793-5p","ISY1","57461","ENSG00000240682","HITS-CLIP","27418678"
"mirtarbase","hsa-miR-6793-5p","ANO8","57719","ENSG00000074855","HITS-CLIP","27418678"
"mirtarbase","hsa-miR-6793-5p","RSRC2","65117","ENSG00000111011","PAR-CLIP","23592263"
"mirtarbase","hsa-miR-6793-5p","RSRC2","65117","ENSG00000111011","PAR-CLIP","21572407"
"mirtarbase","hsa-miR-6793-5p","RSRC2","65117","ENSG00000111011","PAR-CLIP","20371350"
"mirtarbase","hsa-miR-6793-5p","REEP4","80346","ENSG00000168476","PAR-CLIP","27292025"
"mirtarbase","hsa-miR-6793-5p","PITPNM3","83394","ENSG00000091622","PAR-CLIP","23592263"
"mirtarbase","hsa-miR-6793-5p","NAV2","89797","ENSG00000166833","HITS-CLIP","23824327"
"mirtarbase","hsa-miR-6793-5p","MIDN","90007","ENSG00000167470","PAR-CLIP","26701625"
"mirtarbase","hsa-miR-6793-5p","VPS26B","112936","ENSG00000151502","PAR-CLIP","26701625"
"mirtarbase","hsa-miR-6793-5p","C19orf47","126526","ENSG00000160392","PAR-CLIP","21572407"
"mirtarbase","hsa-miR-6793-5p","C19orf47","126526","ENSG00000160392","PAR-CLIP","20371350"
"mirtarbase","hsa-miR-6793-5p","H3C14","126961","ENSG00000203811","PAR-CLIP","23592263"
"mirtarbase","hsa-miR-6793-5p","H3C14","126961","ENSG00000203811","PAR-CLIP","23446348"
"mirtarbase","hsa-miR-6793-5p","H3C14","126961","ENSG00000203811","PAR-CLIP","21572407"
"mirtarbase","hsa-miR-6793-5p","H3C14","126961","ENSG00000203811","PAR-CLIP","20371350"
"mirtarbase","hsa-miR-6793-5p","SYT2","127833","ENSG00000143858","PAR-CLIP","23592263"
"mirtarbase","hsa-miR-6793-5p","H2BU1","128312","ENSG00000196890","PAR-CLIP","23446348"
"mirtarbase","hsa-miR-6793-5p","H2BU1","128312","ENSG00000285449","PAR-CLIP","23446348"
"mirtarbase","hsa-miR-6793-5p","NEK7","140609","ENSG00000151414","PAR-CLIP","23592263"
"mirtarbase","hsa-miR-6793-5p","ZBTB46","140685","ENSG00000130584","PAR-CLIP","26701625"
"mirtarbase","hsa-miR-6793-5p","SMCR8","140775","ENSG00000176994","PAR-CLIP","21572407"
"mirtarbase","hsa-miR-6793-5p","SMCR8","140775","ENSG00000283741","PAR-CLIP","21572407"
"mirtarbase","hsa-miR-6793-5p","SMCR8","140775","ENSG00000176994","PAR-CLIP","26701625"
"mirtarbase","hsa-miR-6793-5p","SMCR8","140775","ENSG00000283741","PAR-CLIP","26701625"
"mirtarbase","hsa-miR-6793-5p","SMCR8","140775","ENSG00000176994","PAR-CLIP","27292025"
"mirtarbase","hsa-miR-6793-5p","SMCR8","140775","ENSG00000283741","PAR-CLIP","27292025"
"mirtarbase","hsa-miR-6793-5p","RDH10","157506","ENSG00000121039","PAR-CLIP","23592263"
"mirtarbase","hsa-miR-6793-5p","H3C15","333932","ENSG00000203852","PAR-CLIP","23592263"
"mirtarbase","hsa-miR-6793-5p","H3C15","333932","ENSG00000203852","PAR-CLIP","23446348"
"mirtarbase","hsa-miR-6793-5p","H3C15","333932","ENSG00000203852","PAR-CLIP","21572407"
"mirtarbase","hsa-miR-6793-5p","H3C15","333932","ENSG00000203852","PAR-CLIP","20371350"
"mirtarbase","hsa-miR-6793-5p","ONECUT3","390874","ENSG00000205922","PAR-CLIP","26701625"
