"database","mature_mirna_id","target_symbol","target_entrez","target_ensembl","experiment","pubmed_id"
"mirtarbase","hsa-miR-1286","ADAR","103","ENSG00000160710","PAR-CLIP","23592263"
"mirtarbase","hsa-miR-1286","ADAR","103","ENSG00000160710","PAR-CLIP","21572407"
"mirtarbase","hsa-miR-1286","ADH4","127","ENSG00000198099","PAR-CLIP","21572407"
"mirtarbase","hsa-miR-1286","ADH5","128","ENSG00000197894","PAR-CLIP","22100165"
"mirtarbase","hsa-miR-1286","ADH5","128","ENSG00000197894","PAR-CLIP","22291592"
"mirtarbase","hsa-miR-1286","ATP6AP1","537","ENSG00000071553","PAR-CLIP","23446348"
"mirtarbase","hsa-miR-1286","DDR1","780","ENSG00000234078","PAR-CLIP","26701625"
"mirtarbase","hsa-miR-1286","DDR1","780","ENSG00000215522","PAR-CLIP","26701625"
"mirtarbase","hsa-miR-1286","DDR1","780","ENSG00000137332","PAR-CLIP","26701625"
"mirtarbase","hsa-miR-1286","DDR1","780","ENSG00000223680","PAR-CLIP","26701625"
"mirtarbase","hsa-miR-1286","DDR1","780","ENSG00000229767","PAR-CLIP","26701625"
"mirtarbase","hsa-miR-1286","DDR1","780","ENSG00000204580","PAR-CLIP","26701625"
"mirtarbase","hsa-miR-1286","DDR1","780","ENSG00000230456","PAR-CLIP","26701625"
"mirtarbase","hsa-miR-1286","CAD","790","ENSG00000084774","PAR-CLIP","23592263"
"mirtarbase","hsa-miR-1286","CLU","1191","ENSG00000120885","PAR-CLIP","26701625"
"mirtarbase","hsa-miR-1286","NCAN","1463","ENSG00000130287","HITS-CLIP","19536157"
"mirtarbase","hsa-miR-1286","DDX11","1663","ENSG00000013573","PAR-CLIP","26701625"
"mirtarbase","hsa-miR-1286","EPHA2","1969","ENSG00000142627","PAR-CLIP","26701625"
"mirtarbase","hsa-miR-1286","EN2","2020","ENSG00000164778","PAR-CLIP","23592263"
"mirtarbase","hsa-miR-1286","GJB1","2705","ENSG00000169562","PAR-CLIP","22100165"
"mirtarbase","hsa-miR-1286","MKNK2","2872","ENSG00000099875","PAR-CLIP","26701625"
"mirtarbase","hsa-miR-1286","HMGN2","3151","ENSG00000198830","PAR-CLIP","26701625"
"mirtarbase","hsa-miR-1286","JAG2","3714","ENSG00000184916","HITS-CLIP","23824327"
"mirtarbase","hsa-miR-1286","KCNH2","3757","ENSG00000055118","PAR-CLIP","26701625"
"mirtarbase","hsa-miR-1286","MECP2","4204","ENSG00000169057","PAR-CLIP","26701625"
"mirtarbase","hsa-miR-1286","MEIS1","4211","ENSG00000143995","PAR-CLIP","27292025"
"mirtarbase","hsa-miR-1286","NFIC","4782","ENSG00000141905","PAR-CLIP","26701625"
"mirtarbase","hsa-miR-1286","PKM","5315","ENSG00000067225","PAR-CLIP","26701625"
"mirtarbase","hsa-miR-1286","PSMD11","5717","ENSG00000108671","PAR-CLIP","23592263"
"mirtarbase","hsa-miR-1286","PTBP1","5725","ENSG00000011304","PAR-CLIP","20371350"
"mirtarbase","hsa-miR-1286","PTMS","5763","ENSG00000159335","PAR-CLIP","26701625"
"mirtarbase","hsa-miR-1286","QSOX1","5768","ENSG00000116260","PAR-CLIP","27292025"
"mirtarbase","hsa-miR-1286","RANGAP1","5905","ENSG00000100401","PAR-CLIP","26701625"
"mirtarbase","hsa-miR-1286","GRK1","6011","ENSG00000185974","PAR-CLIP","22291592"
"mirtarbase","hsa-miR-1286","GRK1","6011","ENSG00000281988","PAR-CLIP","22291592"
"mirtarbase","hsa-miR-1286","GRK1","6011","ENSG00000288263","PAR-CLIP","22291592"
"mirtarbase","hsa-miR-1286","GRK1","6011","ENSG00000185974","PAR-CLIP","23446348"
"mirtarbase","hsa-miR-1286","GRK1","6011","ENSG00000281988","PAR-CLIP","23446348"
"mirtarbase","hsa-miR-1286","GRK1","6011","ENSG00000288263","PAR-CLIP","23446348"
"mirtarbase","hsa-miR-1286","SCD","6319","ENSG00000099194","HITS-CLIP","23313552"
"mirtarbase","hsa-miR-1286","SLC2A4","6517","ENSG00000181856","PAR-CLIP","23592263"
"mirtarbase","hsa-miR-1286","SLC2A4","6517","ENSG00000288174","PAR-CLIP","23592263"
"mirtarbase","hsa-miR-1286","TEAD1","7003","ENSG00000187079","PAR-CLIP","22012620"
"mirtarbase","hsa-miR-1286","CNBP","7555","ENSG00000169714","HITS-CLIP","23824327"
"mirtarbase","hsa-miR-1286","LUZP1","7798","ENSG00000169641","PAR-CLIP","26701625"
"mirtarbase","hsa-miR-1286","BSN","8927","ENSG00000164061","PAR-CLIP","26701625"
"mirtarbase","hsa-miR-1286","WASL","8976","ENSG00000106299","PAR-CLIP","23592263"
"mirtarbase","hsa-miR-1286","HGS","9146","ENSG00000185359","PAR-CLIP","26701625"
"mirtarbase","hsa-miR-1286","RAB11B","9230","ENSG00000185236","PAR-CLIP","27292025"
"mirtarbase","hsa-miR-1286","VAMP3","9341","ENSG00000049245","PAR-CLIP","27292025"
"mirtarbase","hsa-miR-1286","GDF15","9518","ENSG00000130513","PAR-CLIP","26701625"
"mirtarbase","hsa-miR-1286","NPEPPS","9520","ENSG00000141279","PAR-CLIP","23592263"
"mirtarbase","hsa-miR-1286","NPEPPS","9520","ENSG00000141279","PAR-CLIP","26701625"
"mirtarbase","hsa-miR-1286","SLC25A44","9673","ENSG00000160785","PAR-CLIP","21572407"
"mirtarbase","hsa-miR-1286","ABCF2","10061","ENSG00000033050","PAR-CLIP","24398324"
"mirtarbase","hsa-miR-1286","ABCF2","10061","ENSG00000033050","PAR-CLIP","23446348"
"mirtarbase","hsa-miR-1286","ABCF2","10061","ENSG00000033050","PAR-CLIP//HITS-CLIP","21572407"
"mirtarbase","hsa-miR-1286","ABCF2","10061","ENSG00000033050","PAR-CLIP","20371350"
"mirtarbase","hsa-miR-1286","ABCF2","10061","ENSG00000033050","PAR-CLIP","26701625"
"mirtarbase","hsa-miR-1286","POP7","10248","ENSG00000172336","PAR-CLIP","20371350"
"mirtarbase","hsa-miR-1286","AKR1A1","10327","ENSG00000117448","HITS-CLIP","28735896"
"mirtarbase","hsa-miR-1286","ENOX2","10495","ENSG00000165675","PAR-CLIP","21572407"
"mirtarbase","hsa-miR-1286","ENOX2","10495","ENSG00000165675","PAR-CLIP","20371350"
"mirtarbase","hsa-miR-1286","RABL2B","11158","ENSG00000079974","PAR-CLIP","23592263"
"mirtarbase","hsa-miR-1286","RABL2B","11158","ENSG00000079974","PAR-CLIP","26701625"
"mirtarbase","hsa-miR-1286","RABL2A","11159","ENSG00000144134","PAR-CLIP","23592263"
"mirtarbase","hsa-miR-1286","RABL2A","11159","ENSG00000144134","PAR-CLIP","26701625"
"mirtarbase","hsa-miR-1286","PACSIN2","11252","ENSG00000100266","PAR-CLIP","23592263"
"mirtarbase","hsa-miR-1286","ZNF507","22847","ENSG00000168813","PAR-CLIP","21572407"
"mirtarbase","hsa-miR-1286","MLXIP","22877","ENSG00000175727","PAR-CLIP","23592263"
"mirtarbase","hsa-miR-1286","MLXIP","22877","ENSG00000281178","PAR-CLIP","23592263"
"mirtarbase","hsa-miR-1286","TNRC6B","23112","ENSG00000100354","PAR-CLIP","23592263"
"mirtarbase","hsa-miR-1286","TNRC6B","23112","ENSG00000100354","PAR-CLIP","26701625"
"mirtarbase","hsa-miR-1286","HIC2","23119","ENSG00000169635","PAR-CLIP","26701625"
"mirtarbase","hsa-miR-1286","KDM6B","23135","ENSG00000132510","PAR-CLIP","26701625"
"mirtarbase","hsa-miR-1286","NUP210","23225","ENSG00000132182","HITS-CLIP","23313552"
"mirtarbase","hsa-miR-1286","MGRN1","23295","ENSG00000102858","PAR-CLIP","23592263"
"mirtarbase","hsa-miR-1286","JADE2","23338","ENSG00000043143","PAR-CLIP","23592263"
"mirtarbase","hsa-miR-1286","COTL1","23406","ENSG00000103187","PAR-CLIP","27292025"
"mirtarbase","hsa-miR-1286","NCS1","23413","ENSG00000107130","PAR-CLIP","26701625"
"mirtarbase","hsa-miR-1286","PISD","23761","ENSG00000241878","PAR-CLIP","24398324"
"mirtarbase","hsa-miR-1286","PRDX5","25824","ENSG00000126432","PAR-CLIP","23592263"
"mirtarbase","hsa-miR-1286","GMEB2","26205","ENSG00000101216","PAR-CLIP","26701625"
"mirtarbase","hsa-miR-1286","BLOC1S6","26258","ENSG00000104164","PAR-CLIP","21572407"
