ID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	comparison	treshold	_16.x	16_.x	_16.y	16_.y
hsa-miR-4782-5p	0.526145315075512	-0.618701465285779	0.744250931823025	-0.831307612568633	0.405799875199144	NA	O16_vs_never	NA	0.555	0.219	0	0
hsa-miR-4783-3p	2.08456377853498	-0.28419506156161	0.605151408029767	-0.46962637414475	0.638621978233225	0.873638229604109	O16_vs_never	FALSE	2.094	1.118	1.007	0.341
hsa-miR-4783-5p	0.774251316552131	-0.561467707925972	0.638701867795315	-0.879076351951278	0.379359878846681	NA	O16_vs_never	NA	0.937	0.319	0.504	0.084
hsa-miR-4784	6.04523762130871	-0.753656828000582	0.436800210450545	-1.72540399470781	0.0844546919131991	0.423058560674272	O16_vs_never	FALSE	7.48	3.791	4.284	3.767
hsa-miR-4784-3p:Novel	15.3301805313862	0.0245039835000044	0.487511179683556	0.0502634288631287	0.959912466453552	0.990697811463752	O16_vs_never	FALSE	28.58	10.74	6.12	7.825
hsa-miR-4785	14.245664245067	-0.81150878055735	0.402972393126114	-2.01380738333452	0.0440297602529082	0.310255241478264	O16_vs_never	FALSE	12.888	8.091	9.251	7.019
hsa-miR-4785-5p:Novel	7.39032729908362	0.349766373084383	0.425868057540394	0.821302201213358	0.411474154198666	0.74150597616269	O16_vs_never	FALSE	11.16	5.937	5.785	4.888
hsa-miR-4786-3p	1.69974696815547	-0.714186116215617	0.666424962296485	-1.07166771447838	0.28386930700551	NA	O16_vs_never	NA	1.694	1.596	1.172	0
hsa-miR-4786-5p	2.30535113677149	-1.13616089097265	0.803327323479713	-1.41431874376092	0.157268335945235	0.517913790957526	O16_vs_never	FALSE	2.176	0.188	0.404	0
hsa-miR-4787-3p	2.68769728513512	0.161253862076204	0.792963374682838	0.203356002590536	0.838856786104621	0.955114687176562	O16_vs_never	FALSE	7.562	3.387	0.396	1.246
hsa-miR-4787-5p	18.4990696993019	0.772831708654625	0.400561999594719	1.92936851083368	0.0536851300194687	0.346452485032472	O16_vs_never	FALSE	26.023	35.102	13.337	16.692
hsa-miR-4788	1.1680490472874	-0.629258224184772	0.653490125864481	-0.962919253527124	0.335588046576075	NA	O16_vs_never	NA	0.641	2.049	0	0.371
hsa-miR-4788-3p:Novel	3.33649564403093	0.444816539445073	0.496875637950348	0.895227106082273	0.370665697583642	0.715046603871679	O16_vs_never	FALSE	3.631	4.096	1.918	3.139
hsa-miR-4789-3p	0.167466448226435	-0.0286554975870098	1.45189767547755	-0.0197365820408691	0.984253508208708	NA	O16_vs_never	NA	0.159	0.067	0	0
hsa-miR-4789-5p	0.481567470580777	-0.444884109237796	0.900176157989691	-0.494218942913716	0.62115156302683	NA	O16_vs_never	NA	0.479	0.068	0	0
hsa-miR-4790-3p	0.778064078318183	-0.36208133293016	0.847222710152424	-0.427374441916243	0.669106619898151	NA	O16_vs_never	NA	0.547	0.305	0	0
hsa-miR-4790-5p	0.181709039135612	0.341007797754758	1.8425125133865	0.185077602066318	0.853168169068288	NA	O16_vs_never	NA	0.437	0.179	0	0
hsa-miR-4791	4.7246117494876	0.200175340687676	0.487848935207379	0.410322389250648	0.681569470247213	0.892144818201815	O16_vs_never	FALSE	4.394	6.598	3.061	3.901
hsa-miR-4791-3p:Novel	2.65785596322783	1.08637572588137	0.57381668989014	1.89324525588365	0.058325261582713	0.358579566771827	O16_vs_never	FALSE	1.9	8.521	0.832	1.77
hsa-miR-4793-3p	2.04859780683872	-1.06511932112203	0.630887022458619	-1.68828852584599	0.0913558567336957	0.427279011589821	O16_vs_never	FALSE	2.167	1.152	0.791	0.146
hsa-miR-4793-5p	2.20146284251654	0.600643963967774	0.460861990343824	1.30330549394986	0.192470486206236	0.562358250847256	O16_vs_never	FALSE	2.673	4.935	1.53	1.703
hsa-miR-4794	0.94013723828631	-0.342949492686953	0.955458201289661	-0.358937201254901	0.719642068923156	NA	O16_vs_never	NA	0.716	0.09	0	0
hsa-miR-4794-3p:Novel	1.57247090555941	-0.0612792788999414	0.700067767744476	-0.0875333528029365	0.930247575462855	NA	O16_vs_never	NA	2.777	0.466	0.416	0
hsa-miR-4795-3p	2.78173736372834	0.264455346304255	0.905957629827548	0.291906969594809	0.770357754497883	0.924012654089889	O16_vs_never	FALSE	2.043	4.691	0	0
hsa-miR-4795-5p	0.273087573822251	-0.621591815472691	1.09179233441618	-0.569331543992823	0.569131163811814	NA	O16_vs_never	NA	0.209	0.162	0	0
hsa-miR-4796-3p	2.89647726369808	0.253278775930722	0.657581034727505	0.385167397711946	0.700113396328537	0.901361771821604	O16_vs_never	FALSE	2.58	2.002	0.693	0.319
hsa-miR-4796-5p	0.226091723233115	-0.13185873613701	2.51836405987218	-0.052358885769559	0.95824273355808	NA	O16_vs_never	NA	0.325	0	0	0
hsa-miR-4797-3p	0.203241063933193	0.162413457688135	1.43090473389976	0.113504032686716	0.90963096612295	NA	O16_vs_never	NA	0.18	0.699	0	0
hsa-miR-4797-5p	0.566413656222411	-0.410421920635609	0.700659854964763	-0.585764858265284	0.558033542172606	NA	O16_vs_never	NA	0.718	0.371	0	0
hsa-miR-4798-3p	0.313742211955251	-0.262157613130474	1.00866313603039	-0.259906011993458	0.79493627370426	NA	O16_vs_never	NA	0.181	0.101	0	0
hsa-miR-4798-5p	0.960557788108155	-0.570634986477053	0.841225319963522	-0.678337863750699	0.4975574965048	NA	O16_vs_never	NA	0.818	0.218	0	0
