ID	baseMean	log2FoldChange	lfcSE	stat	pvalue	padj	comparison	treshold	never.x	former.x	_16.x	16_.x	never.y	former.y	_16.y	16_.y
hsa-miR-1181	8.00534513848986	-0.900017514828778	0.548689560041518	-1.64030369879951	0.100942036952242	0.388852837354173	16__vs_never	FALSE	10.224	5.731	4.822	5.794	4.302	3.169	2.828	1.396
hsa-miR-1181-3p:Novel	103.943621414731	-0.253492883964411	0.393136827107787	-0.644795568579257	0.519059674049168	0.791934409446232	16__vs_never	FALSE	112.593	81.558	101.226	128.142	69.415	46.97	59.44	54.851
hsa-miR-1182	7.45523497480556	-0.0321456623908349	0.341897066309623	-0.0940214630614107	0.925092107200832	0.976341576060995	16__vs_never	FALSE	7.087	6.6	10.344	7.308	5.705	5.173	4.574	4.301
hsa-miR-1182-5p:Novel	7.66038449266646	-0.453831365851208	0.518996049458558	-0.874440887025376	0.381878199075697	0.708998657880644	16__vs_never	FALSE	5.879	11.56	6.275	4.3	3.441	3.403	3.164	2.623
hsa-miR-1183	3.65936740083408	-0.236891617141607	0.481612655737326	-0.491871661426623	0.622810072818174	0.842068714587468	16__vs_never	FALSE	4.263	2.729	3.612	2.613	1.974	2.009	2.987	1.706
hsa-miR-1183-5p:Novel	6.52802806908459	-0.647057578581602	0.377820098084538	-1.71260761897537	0.0867847506788768	0.358732513334792	16__vs_never	FALSE	6.73	5.777	7.259	5.765	5.141	4.618	4.03	3.182
hsa-miR-1184	26.52325957092	0.364984453398372	0.366691699682913	0.995344191630141	0.319568891583791	0.65548536673045	16__vs_never	FALSE	32.226	18.724	24.104	17.252	15.091	10.286	11.627	9.02
hsa-miR-1184-5p:Novel	4.90315719023085	2.62707198849309	0.433756632516396	6.05655750611211	1.39065440461899e-09	1.72858342494141e-07	16__vs_never	TRUE	3.189	2.811	3.126	32.409	1.967	1.529	2.94	2.78
hsa-miR-1185-3p	0.693542385548879	0.569799208557693	0.750543472890942	0.75918215151874	0.447743601469019	NA	16__vs_never	NA	0.612	0.808	0.833	0.373	0	0	0	0.084
hsa-miR-1185-5p	0.781839023344004	-0.479731189448005	0.744816974417963	-0.644092717976641	0.519515312153505	NA	16__vs_never	NA	0.805	0.874	0.699	0.141	0	0	0	0
hsa-miR-1193	3.63781127180974	0.333201439523382	0.38605706935331	0.863088558594544	0.38808877808363	0.713727625020201	16__vs_never	FALSE	3.852	2.828	3.98	4.447	2.267	1.768	2.448	1.83
hsa-miR-1193-3p:Novel	16.9146075145889	1.05092233638187	0.513692525705326	2.04581979256735	0.0407741039629855	0.235731215004609	16__vs_never	FALSE	15.032	16.375	15.366	35.05	7.631	8.434	6.12	4.079
hsa-miR-1197	3.48333666414063	0.229129268530186	0.506227960894008	0.452620728664492	0.650821869889577	0.854830995359502	16__vs_never	FALSE	3.815	2.078	5.284	3.285	1.225	1.12	2.617	1.196
hsa-miR-1197-5p:Novel	2.82958269736199	0.681962649990691	0.649923570580897	1.04929668788771	0.294041589938659	0.633437948516037	16__vs_never	FALSE	2.348	3.045	1.529	7.861	0.596	0.921	1.007	1.545
hsa-miR-1199-3p	3.63914687494251	0.364765484726785	0.473437642224045	0.770461518465756	0.441026173421046	0.736464394338343	16__vs_never	FALSE	3.793	3.378	3.008	4.226	2.749	1.8	1.757	1.807
hsa-miR-1199-5p	3.51692465931789	-0.812179779818237	0.554050314185482	-1.46589535106073	0.142676798676914	0.456277146389128	16__vs_never	FALSE	4.582	2.51	1.943	2.21	1.997	1.668	1.195	1.547
hsa-miR-1200	4.64863647887104	-1.47856085568844	0.602660551577381	-2.45338914554555	0.0141517150738704	0.118969706088755	16__vs_never	FALSE	5.693	4.199	2.631	1.389	2.885	1.766	1.261	0.337
hsa-miR-1200-3p:Novel	5.99289870268956	-0.381290400136972	0.500260124093314	-0.76218427528685	0.445950029805664	0.738147529617266	16__vs_never	FALSE	5.453	6.365	7.114	5.102	3.562	3.053	4.59	1.801
hsa-miR-1202	31.0588416116731	0.165361666146895	0.441595689337104	0.374463950033401	0.708059172529089	0.875635128281746	16__vs_never	FALSE	31.627	31.684	22.688	34.291	20.726	14.896	11.101	19.152
hsa-miR-1202-3p:Novel	41.4745153059645	-0.345930612797761	0.52184283229867	-0.662901914881092	0.507393375260083	0.78563622794203	16__vs_never	FALSE	56.849	23.826	26.752	23.307	12.717	10.979	13.514	16.485
hsa-miR-1203	176.106539493349	-0.50977576597324	0.482720865368489	-1.05604667737762	0.290946889957769	0.628901153753352	16__vs_never	FALSE	165.437	154.94	277.018	125.404	67.532	56.341	85.164	47.738
hsa-miR-1203-3p:Novel	1.97961232605467	-0.219356416935774	0.598490571725723	-0.366516077777581	0.713980017696514	0.87695371738811	16__vs_never	FALSE	1.39	2.391	3.489	1.319	0.667	0.911	0.867	0.87
hsa-miR-1204	16.8034979211672	-1.72670713286787	0.703149246684017	-2.45567657365893	0.0140619651360829	0.11890491608266	16__vs_never	FALSE	15.583	18.068	22.9	4.505	3.307	3.838	5.605	3.358
hsa-miR-1204-3p:Novel	1.54076167786051	-0.302878013496669	0.575680045796096	-0.526122132786147	0.598803351679413	0.827933888918254	16__vs_never	FALSE	1.584	1.221	1.848	1.836	0.849	0.608	0.554	0.261
hsa-miR-1205	0.902461764620415	0.465057651953556	0.690236679822534	0.673765485881055	0.500460420873926	NA	16__vs_never	NA	0.779	1.069	0.503	1.729	0	0	0	0.562
hsa-miR-1205-3p:Novel	1.72475308401373	0.175578881146845	0.494207161655755	0.355273850258662	0.722384443783915	0.881831211083866	16__vs_never	FALSE	1.78	1.491	1.763	2.005	1.132	0.908	1.212	0.58
hsa-miR-1206	0.117029802821793	-0.0757702669445898	2.6719167110284	-0.0283580197810232	0.977376606085664	NA	16__vs_never	NA	0.09	0.146	0.2	0	0	0	0	0
hsa-miR-1206-3p:Novel	1.15670070061876	-0.18581748850629	0.596493395575706	-0.311516422284857	0.755408060366791	0.896821603663726	16__vs_never	FALSE	1.135	1.087	1.084	1.603	0.499	0.457	0.37	0.364
hsa-miR-1207-3p	0.199026449818835	-0.297946800778911	1.20281429555297	-0.24770806422943	0.804360291944168	NA	16__vs_never	NA	0.224	0.158	0.238	0.071	0	0	0	0
hsa-miR-1207-5p	4.36727170145958	-0.0983676744895819	0.400009644065804	-0.245913257214868	0.805749381134438	0.925913124394554	16__vs_never	FALSE	3.931	5.208	4.224	3.216	2.893	2.723	3.955	2.858
hsa-miR-1208	3.01027830705712	0.646129309677871	0.516649564366376	1.25061425430657	0.211075247494968	0.559416913936557	16__vs_never	FALSE	2.959	2.474	3.364	4.776	1.482	1.612	1.582	3.166
hsa-miR-1208-3p:Novel	8.62917422176665	-0.0877445046579887	0.398660301403529	-0.220098425524373	0.8257945009953	0.933004512056105	16__vs_never	FALSE	7.806	7.231	13.028	11.681	4.991	5.365	7.088	6.265
hsa-miR-12113	0.73485949866455	-0.256528410330212	0.600400375700111	-0.427262241518555	0.669188331394151	NA	16__vs_never	NA	0.716	0.646	0.626	1.416	0	0.381	0.297	0
hsa-miR-12113-3p:Novel	1.88406798844571	-0.30576802452027	0.526927628225834	-0.58028466935733	0.561722664050904	0.810119759641152	16__vs_never	FALSE	1.993	1.625	1.973	1.698	0.687	0.635	1.047	0.656
hsa-miR-12114	1.64032934215207	-0.514766552667541	0.660995799515042	-0.778774317545154	0.436112668987683	0.736209884772086	16__vs_never	FALSE	1.667	1.841	1.405	0.549	0.646	0.485	0.612	0
hsa-miR-12114-3p:Novel	15.9921674599526	-0.372571473405479	0.538680242607896	-0.691637531760512	0.489164985714303	0.775056822489329	16__vs_never	FALSE	13.35	18.951	23.283	4.82	1.845	1.447	2.892	0.706
hsa-miR-12115	2.19106204434106	0.460274788720034	0.583866880835141	0.788321454475504	0.430508701381195	0.734338102015809	16__vs_never	FALSE	2.003	1.845	2.608	4.179	0.969	1.238	1.396	1.459
hsa-miR-12115-3p:Novel	6.96890502571822	-0.0918707227433735	0.438910652704493	-0.20931531776976	0.834202094771029	0.93711089362891	16__vs_never	FALSE	7.334	5.051	11.017	3.673	2.571	2.273	2.443	2.836
hsa-miR-12116	3.18322388368228	-0.751296507723906	0.482721454051923	-1.55637687411153	0.119618501029678	0.419187600637169	16__vs_never	FALSE	3.553	2.321	3.888	2.297	2.07	1.896	2.424	1.636
