miRNA baseMean log2FoldChange lfcSE stat pvalue padj comparison
hsa-miR-27b-3p 16.4210656925546 -1.30303038319652 0.410440141279866 -3.17471478090157 0.0014998384626759 0.028496930790842 M_F
hsa-miR-2114-5p 40.1513662619821 0.91618485385625 0.290086929435738 3.15831139182439 0.00158685955471802 0.0292888934956526 M_F
hsa-let-7b-5p 243.714667652272 -1.10734239073951 0.356923903029363 -3.10246072437578 0.00191919012586809 0.0335080221975888 M_F
hsa-miR-137-3p 75.3455881765401 -0.790745103093122 0.256950152319131 -3.07742609201111 0.00208796608531617 0.0354954234503749 M_F
hsa-miR-10a-5p 47.6613716907606 -1.05657838718024 0.345022692191525 -3.06234462570863 0.0021961045293733 0.0363765006660295 M_F
hsa-miR-26b-5p 32.131030360256 -1.31976313647519 0.435488662859418 -3.03053385548461 0.00244121816605417 0.0394256733817749 M_F
hsa-let-7i-5p 297.356338553855 -1.15121910183378 0.383114410475472 -3.0048963713086 0.00265671348234927 0.0405005958483518 M_F
hsa-miR-2110 189.087799448586 0.929235035832351 0.308229520353642 3.01475028986908 0.00257190907709752 0.0405005958483518 M_F
hsa-miR-27a-3p 20.5964560995708 -0.994598156699978 0.332826257357653 -2.98834041699777 0.00280496940276278 0.0405005958483518 M_F
hsa-miR-3155a 16.3669856242592 -0.637073161398479 0.216096746259791 -2.94809233560876 0.00319741546171199 0.0405005958483518 M_F
hsa-miR-320e-5p:Novel 692.126766611811 0.489263282381515 0.164453141658328 2.97509234209719 0.00292900363531626 0.0405005958483518 M_F
hsa-miR-378a-3p 108.684532634795 -0.999275073351164 0.336959798770626 -2.96556169904229 0.00302130735318621 0.0405005958483518 M_F
hsa-miR-4324-5p:Novel 17.9026334200929 1.11877704715499 0.378078497919748 2.95911312944451 0.00308525816734057 0.0405005958483518 M_F
hsa-miR-4632-5p 65.3058257716871 -0.728962795547299 0.247178141751694 -2.94913939550362 0.00318660209904894 0.0405005958483518 M_F
hsa-miR-486-5p 64.19554397136 -1.23816804371315 0.418717855265864 -2.95704620221408 0.00310601573166333 0.0405005958483518 M_F
hsa-miR-557 17.6072818520033 0.807456130955389 0.270650432496396 2.98339124570267 0.00285073326615353 0.0405005958483518 M_F
hsa-miR-663b-5p:Novel 15.5477223607901 -0.801634263266464 0.272555483167852 -2.94117826561127 0.0032696630642912 0.040619275760233 M_F
hsa-miR-378i 91.8539205194276 -0.993329339829678 0.345999284045318 -2.87089998631203 0.00409305002707203 0.0433460707785005 M_F
hsa-miR-6081 162.051250499597 -0.737399035683639 0.255007353644501 -2.89167753456877 0.00383191025324388 0.0433460707785005 M_F
hsa-miR-6757-5p 55.4298055675133 0.841632676393929 0.289924020081102 2.90294221278559 0.00369674842637792 0.0433460707785005 M_F
hsa-miR-6884-5p 15.3153577061258 0.778144702938248 0.271041603935706 2.87094192049879 0.00409250710175449 0.0433460707785005 M_F
